"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"em","AlarmDispatchAgencyID","em:AlarmDispatchAgencyID",1,0,"","","","An alphanumeric that uniquely identifies the agency (PSAP) being requested to respond to an alarm  (typically a police or fire department or central dispatch point) or responder.","niem-xsd","string","niem-xsd:string","em","AlarmDispatchAgency","em:AlarmDispatchAgency"
"em","AlarmDispatchAgencyNameText","em:AlarmDispatchAgencyNameText",1,0,"","","Organization Name has to be unique across all requestors and responders if we want to use it as an identifier. Otherwise a separate Organization Id will have to be used.","The name of the agency (PSAP) being requested to respond to an alarm  (typically a police or fire department or central dispatch point) or responder.","nc","TextType","nc:TextType","em","AlarmDispatchAgency","em:AlarmDispatchAgency"
"cbrn","AlarmDuration","cbrn:AlarmDuration",1,0,"","","","Duration of the alarm in ISO  8601 format.","niem-xsd","duration","niem-xsd:duration",,,
"em","AlarmEvent","em:AlarmEvent",1,0,"","","","An alarm event.","em","AlarmEventType","em:AlarmEventType",,,
"em","AlarmEventCallBackTelephoneNumber","em:AlarmEventCallBackTelephoneNumber",1,0,"","","","A telephone number of the alarm event requestor.","nc","TelephoneNumberType","nc:TelephoneNumberType",,,
"em","AlarmEventCallPrivacyBypassCode","em:AlarmEventCallPrivacyBypassCode",1,0,"","","","A code necessary to access the sites phone system.","nc","TextType","nc:TextType",,,
"em","AlarmEventCallToPremisesIndicator","em:AlarmEventCallToPremisesIndicator",1,0,"","","","True if an agency is to call the premise before arrival; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"em","AlarmEventCategory","em:AlarmEventCategory",1,1,"","","","A kind of alarm event.",,,,,,
"em","AlarmEventCategoryCode","em:AlarmEventCategoryCode",1,0,"","","","A kind of alarm event.","apco","AlarmEventCategoryCodeType","apco:AlarmEventCategoryCodeType","em","AlarmEventCategory","em:AlarmEventCategory"
"em","AlarmEventCategoryText","em:AlarmEventCategoryText",1,0,"","Some of the possible values may include:
·Burglary
·Holdup / Panic / Duress
·Fire based on smoke detector, heat detector etc
·Medical Alarm
·Defibrillator Alarm Activation
·Communication Failure
·Environmental Sensor
·Fire Trouble - indicates potential equipment problem
·Intrusion
·Trouble
·Open/Close (Treated as a Burglary)
·Reset/Cancel  (Treated as a Burglary)
·Phone Line (Communications Failure)
·Tamper (Treated as a Burglary)
·Restore (Treated as a Burglary)","Mandatory for New ALARM Events","Text describing the type of the event which resulted in an alarm.","nc","TextType","nc:TextType","em","AlarmEventCategory","em:AlarmEventCategory"
"em","AlarmEventDetailsText","em:AlarmEventDetailsText",1,0,"","","","Additional details about the alarm event.","nc","TextType","nc:TextType",,,
"em","AlarmEventDispatchAgency","em:AlarmEventDispatchAgency",1,0,"","","","An agency to which an alarm event is dispatched.","nc","OrganizationType","nc:OrganizationType",,,
"em","AlarmEventLocationAugmentation","em:AlarmEventLocationAugmentation",1,0,"","","","Additional information about a location.","em","AlarmEventLocationAugmentationType","em:AlarmEventLocationAugmentationType",,,
"em","AlarmEventLocationCategory","em:AlarmEventLocationCategory",1,1,"","","","A kind of location at which an alarm event occurs.",,,,,,
"em","AlarmEventLocationCategoryCode","em:AlarmEventLocationCategoryCode",1,0,"","","","A kind of location at which an alarm event occurs.","apco","AlarmEventLocationCategoryCodeType","apco:AlarmEventLocationCategoryCodeType","em","AlarmEventLocationCategory","em:AlarmEventLocationCategory"
"em","AlarmEventLocationCategoryText","em:AlarmEventLocationCategoryText",1,0,"","","","A kind of location at which an alarm event occurs.","nc","TextType","nc:TextType","em","AlarmEventLocationCategory","em:AlarmEventLocationCategory"
"em","AlarmEventPermit","em:AlarmEventPermit",1,0,"","","","A permit for the alarm event site.","em","PermitType","em:PermitType",,,
"em","AlarmEventRequestorReceiveDate","em:AlarmEventRequestorReceiveDate",1,0,"","","","A date the requestor received the alarm event.","nc","DateType","nc:DateType",,,
"em","AlarmEventResponseAction","em:AlarmEventResponseAction",1,1,"","","","An action requested of an alarm event responder.",,,,,,
"em","AlarmEventResponseActionCode","em:AlarmEventResponseActionCode",1,0,"","","","An action requested of an alarm event responder.","apco","AlarmEventResponseActionCodeType","apco:AlarmEventResponseActionCodeType","em","AlarmEventResponseAction","em:AlarmEventResponseAction"
"em","AlarmEventResponseActionText","em:AlarmEventResponseActionText",1,0,"","","","An action requested of an alarm event responder.","nc","TextType","nc:TextType","em","AlarmEventResponseAction","em:AlarmEventResponseAction"
"cbrn","AlarmID","cbrn:AlarmID",1,0,"","","","Identifier of a set of alarm data. There is no required format for the ID value.","niem-xsd","string","niem-xsd:string",,,
"em","AlarmLocation","em:AlarmLocation",1,0,"","","","Applied augmentation for type nc:LocationType","em","AlarmLocationType","em:AlarmLocationType","nc","Location","nc:Location"
"em","AlarmLocationAugmentation","em:AlarmLocationAugmentation",1,0,"","","","Additional information related to the location of the alarm.","em","AlarmLocationAugmentationType","em:AlarmLocationAugmentationType",,,
"em","AlarmLocationCategoryText","em:AlarmLocationCategoryText",1,0,"","","","Type of property that has been alarmed (e.g. commercial, residential).  Determines how alert is broadcast (e.g. holdup alarm if commercial, duress alarm if residential).","nc","TextType","nc:TextType",,,
"em","AlarmLocationDescriptionText","em:AlarmLocationDescriptionText",1,0,"","","","Necessary information about the site. Alert information that may be provided to the responder. e.g., electrified fence, dogs on property, loft apartment, multi-storied building, multiple warehouses on site, hazardous material etc.","nc","TextType","nc:TextType",,,
"em","AlarmLocationDirectionText","em:AlarmLocationDirectionText",1,0,"","","","Directions to the site.","nc","TextType","nc:TextType",,,
"em","AlarmMonitoringServiceProvider","em:AlarmMonitoringServiceProvider",1,1,"","","","Organization contacted when an alarm ",,,,,,
"em","AlarmMonitoringServiceProviderIdentification","em:AlarmMonitoringServiceProviderIdentification",1,0,"","","","A unique number assigned to Central Station Monitoring Companies.","niem-xsd","string","niem-xsd:string","em","AlarmMonitoringServiceProvider","em:AlarmMonitoringServiceProvider"
"em","AlarmMonitoringServiceProviderNameText","em:AlarmMonitoringServiceProviderNameText",1,0,"","","","The name of the dispatch requesting agency (typically an alarm central station).","nc","TextType","nc:TextType","em","AlarmMonitoringServiceProvider","em:AlarmMonitoringServiceProvider"
"em","AlarmMonitoringServiceProviderReceiveDateTime","em:AlarmMonitoringServiceProviderReceiveDateTime",1,0,"",""," Organization Name has to be unique across all requestors if we want to use it as an identifier. Otherwise a separate Organization Id will have to be used.","The date and time the monitoring station received the event based on the time zone of the site.","nc","DateType","nc:DateType",,,
"em","AlarmPermit","em:AlarmPermit",1,0,"","","","A permit for the alarm event site.","em","AlarmPermitType","em:AlarmPermitType",,,
"em","AlarmRequestedResponseActionDescriptionText","em:AlarmRequestedResponseActionDescriptionText",1,0,"","","","An action requested of an alarm event responder.","nc","TextType","nc:TextType",,,
"j","AlcoholInvolvementSuspicionCode","j:AlcoholInvolvementSuspicionCode",1,0,,,,"Driver or non-motorist involved in the crash suspected by law enforcement to have used alcohol.","mmucc_2","AlcoholInvolvementSuspicionCodeType","mmucc_2:AlcoholInvolvementSuspicionCodeType",,,
"j","AlcoholTestCategoryCode","j:AlcoholTestCategoryCode",1,0,,,,"Type of Alcohol Test Given.","mmucc_2","AlcoholTestCategoryCodeType","mmucc_2:AlcoholTestCategoryCodeType",,,
"j","AlcoholTestResultCode","j:AlcoholTestResultCode",1,0,,,,"Status of BAC Test results.","mmucc_2","AlcoholTestResultCodeType","mmucc_2:AlcoholTestResultCodeType",,,
"j","AlcoholTestResultQuantity","j:AlcoholTestResultQuantity",1,0,,,,"BAC Test Result (2 digits).","j","AlcoholTestResultQuantityType","j:AlcoholTestResultQuantityType",,,
"j","AlcoholTestStatusCode","j:AlcoholTestStatusCode",1,0,,,,"Indication of the presence of alcohol by test.","mmucc_2","AlcoholTestStatusCodeType","mmucc_2:AlcoholTestStatusCodeType",,,
"cap","alert","cap:alert",1,0,,,,"",,,,,,
"em","Alert","em:Alert",1,0,"","","(1) Surrounds CAP alert message subelements.
(2) MUST include the xmlns attribute referencing the CAP URI as the namespace, e.g.: <cap:alertxmlns:cap=""http://www.incident.com/cap/1.1""> [sub-elements]</cap:alert>
(3) In addition to the specified subelements, MAY contain one or more <info> blocks.","Notification of an incident or threat that may require a coordinated response or action. A type of NOTIFICATION.","em","AlertType","em:AlertType",,,
"scr","Alert","scr:Alert",1,0,"","","","A notification of an incident or threat that may require a coordinated response or action.","scr","AlertType","scr:AlertType",,,
"edxl-cap","AlertAdapter","edxl-cap:AlertAdapter",1,0,"","","","A simple but general format for exchanging effective warning messages based on best practices identified in academic research and real-world experience.","edxl-cap","AlertAdapterType","edxl-cap:AlertAdapterType",,,
"em","AlertAffectedLocation","em:AlertAffectedLocation",1,0,"","","","Applied augmentation for type nc:LocationType","em","AlertAffectedLocationType","em:AlertAffectedLocationType","nc","Location","nc:Location"
"em","AlertAffectedLocationAugmentation","em:AlertAffectedLocationAugmentation",1,0,"","","","The text describing the affected area of the alert message.","em","AlertAffectedLocationAugmentationType","em:AlertAffectedLocationAugmentationType",,,
"scr","AlertCategoryClassificationCode","scr:AlertCategoryClassificationCode",1,0,"","","","A kind of alert Category","scr","AlertCategoryCodeType","scr:AlertCategoryCodeType",,,
"em","AlertCategoryCode","em:AlertCategoryCode",1,0,"","Report, Update, Cancel, Request, Response, Dispatch, Ack, Error, SensorConfiguration, SensorControl, SensorStatus, SensorDetection","(1) MUST include the xmlns attribute referencing the CAP URI as the namespace, e.g.: <cap:alertxmlns:cap=""http://www.incident.com/cap/1.1""> [sub-elements]</cap:alert> 
(2) In addition to the specified subelements, MAY contain one or more <info> blocks.
(3) Required
(4) The distribution type applies to the function of the content objects as a set. Those cases where payloads have different distribution types should be clustered in different distribution elements.
(5) The type MUST be a properly formed -escaped if necessary- XML string.","The code  value denoting the type of alert message.","em","AlertCategoryCodeType","em:AlertCategoryCodeType",,,
"scr","AlertCategoryCode","scr:AlertCategoryCode",1,0,"","FI=Female Impersonator, D=Dangerous, N=Narcotics","","A kind of alert.","scr","AlertCategoryCodeType","scr:AlertCategoryCodeType",,,
"im","AlertClassCategoryText","im:AlertClassCategoryText",1,0,"","Class 1=Officer Safety, Class 2=Smuggler, Class 3=Removed Aliens, and Class 4=Other Agency","","A grouping of the alien alert.","nc","TextType","nc:TextType",,,
"im","AlertDescriptionText","im:AlertDescriptionText",1,0,"","","","A description of an alien alert.","nc","TextType","nc:TextType",,,
"em","AlertDistributionScopeAudienceDescriptionText","em:AlertDistributionScopeAudienceDescriptionText",1,0,"","","","The text describing the intended audience of the alert message.","nc","TextType","nc:TextType",,,
"em","AlertEffectiveDateTime","em:AlertEffectiveDateTime",1,0,"","e. g., “2002-05-24T16:49:00-07:00” for 24 May 2002 at 16:49 PDT","(1) The date and time is represented in [dateTime] format (e. g., “2002-05-24T16:49:00-07:00” for 24 May 2002 at 16: 49 PDT).
(2) If this item is not included, the effective time SHALL be assumed to be the same as in <sent>.","The effective time of the information of the alert message.
","nc","DateType","nc:DateType",,,
"scr","AlertEntryDate","scr:AlertEntryDate",1,0,"Alert Entry, Entry Date","","","The date on which the alien alert was entered into the system.","nc","DateType","nc:DateType",,,
"scr","AlertEntryText","scr:AlertEntryText",1,0,,,,"The text of additional information on PERSON ALERT.","nc","TextType","nc:TextType",,,
"em","AlertEventDetails","em:AlertEventDetails",1,0,"","","(1) Multiple occurrences are permitted within a single <alert>. If targeting of multiple ""info"" blocks in the same language overlaps, information in later blocks may expand but may not override the corresponding values in earlier ones. Each set of ""info"" blocks containing the same language identifier SHALL be treated as a separate sequence.
(2) In addition to the specified subelements, MAY contain one or more <resource> blocks and/or one or more <area> blocks.","The container for all component parts of the info sub-element of the alert message. Multiple occurrences are permitted within a single alert.","em","AlertEventDetailsType","em:AlertEventDetailsType",,,
"em","AlertEventDetailsAudienceDescriptionText","em:AlertEventDetailsAudienceDescriptionText",1,0,"","","","The text describing the intended audience of the alert message.","nc","TextType","nc:TextType",,,
"em","AlertEventDetailsCategory","em:AlertEventDetailsCategory",1,1,"","","","The category of the subject event of the alert message. ",,,,,,
"em","AlertEventDetailsCategoryCode","em:AlertEventDetailsCategoryCode",1,0,"","","(1) Multiple instances MAY occur within a single <info> block.","The code denoting the category of the subject event of the alert message. ","em","AlertEventDetailsCategoryCodeType","em:AlertEventDetailsCategoryCodeType","em","AlertEventDetailsCategory","em:AlertEventDetailsCategory"
"em","AlertEventDetailsCertainty","em:AlertEventDetailsCertainty",1,1,"","","","The certainty of the subject event of the alert message.",,,,,,
"em","AlertEventDetailsCertaintyCode","em:AlertEventDetailsCertaintyCode",1,0,"","","(1) For backward compatibility with CAP 1.0, the deprecated value of “Very Likely” SHOULD be treated as equivalent to “Likely.” ","The code denoting the certainty of the subject event of the alert message.","em","AlertEventDetailsCertaintyCodeType","em:AlertEventDetailsCertaintyCodeType","em","AlertEventDetailsCertainty","em:AlertEventDetailsCertainty"
"em","AlertEventDetailsDescriptionText","em:AlertEventDetailsDescriptionText",1,0,"","","(1) MUST be a properly formed -escaped if necessary- XML string.","The human-readable text describing the incident/event/situation associated with the Alert message.","nc","TextType","nc:TextType",,,
"em","AlertEventDetailsHeadlineText","em:AlertEventDetailsHeadlineText",1,0,"","","Note that some displays (for example, short messaging service devices) may only present this headline; it SHOULD be made as direct and actionable as possible while remaining short. 160 characters MAY be a useful target limit for headline length.","The text headline of the alert message. A brief human-readable headline. Note that some displays (for example, short messaging service devices) may only present this headline; it SHOULD be made as direct and actionable as possible while remaining short. 160 characters MAY be a useful target limit for headline length.","nc","TextType","nc:TextType",,,
"em","AlertEventDetailsInstructionsDescriptionText","em:AlertEventDetailsInstructionsDescriptionText",1,0,"","","(1) An extended human readable instruction to targeted recipients. (If different instructions are intended for different recipients, they should be represented by use of multiple <info> blocks.)","The text describing the recommended action to be taken by recipients of the alert message. An extended human readable instruction to targeted recipients. (If different instructions are intended for different recipients, they should be represented by use of multiple info blocks. See CAP specification for details.)","nc","TextType","nc:TextType",,,
"em","AlertEventDetailsOnsetDateTime","em:AlertEventDetailsOnsetDateTime",1,0,"","example: “2002-05-24T16:49:00-07:00” for 24 May 2002 at 16: 49 PDT","(1) The date and time is represented in [dateTime] format (e. g., “2002-05-24T16:49:00-07:00” for 24 May 2002 at 16: 49 PDT).","The expected time of the beginning of the subject event of the alert message.
","nc","DateType","nc:DateType",,,
"em","AlertEventDetailsResponseRecommendation","em:AlertEventDetailsResponseRecommendation",1,1,"","","","The type of action recommended for the target audience.",,,,,,
"em","AlertEventDetailsResponseRecommendationCode","em:AlertEventDetailsResponseRecommendationCode",1,0,"","","(1) Multiple instances MAY occur within a single <info> block.","The code denoting the type of action recommended for the target audience.","em","AlertEventDetailsResponseRecommendationCodeType","em:AlertEventDetailsResponseRecommendationCodeType","em","AlertEventDetailsResponseRecommendation","em:AlertEventDetailsResponseRecommendation"
"em","AlertEventDetailsSeverityCode","em:AlertEventDetailsSeverityCode",1,0,"","Extreme, Severe, Moderate, Minor, Unknown","(1)  The “urgency”, “severity”, and “certainty” elements collectively distinguish less emphatic from more emphatic messages.","The code denoting the severity of the subject event of the alert message. ","em","AlertEventDetailsSeverityCodeType","em:AlertEventDetailsSeverityCodeType",,,
"em","AlertEventDetailsSystemRecordID","em:AlertEventDetailsSystemRecordID",1,0,"","e.g., SAME, FIPS, ZIP","(1) Any system-specific code for event typing, in the form: <eventCode>
<valueName>valueName</valueName>
<value>value</value>
</eventCode>
where the content of “valueName” is a user assigned string designating the domain of the code, and the content of “value” is a string (which may represent a number) denoting the value itself (e.g., valueName=""SAME"" and value=""CEM"").
(2) Values of “valueName” that are acronyms SHOULD be represented in all capital letters without periods (e.g., SAME, FIPS, ZIP).
(3) Multiple instances MAY occur within a single <info> block.","A system specific code identifying the event type of the alert message.","niem-xsd","string","niem-xsd:string",,,
"em","AlertEventDetailsUrgency","em:AlertEventDetailsUrgency",1,1,"","","","The urgency of the subject event of the alert message.
",,,,,,
"em","AlertEventDetailsUrgencyCode","em:AlertEventDetailsUrgencyCode",1,0,"","","","The code denoting the urgency of the subject event of the alert message.
","em","AlertEventDetailsUrgencyCodeType","em:AlertEventDetailsUrgencyCodeType","em","AlertEventDetailsUrgency","em:AlertEventDetailsUrgency"
"scr","AlertExpirationDate","scr:AlertExpirationDate",1,0,"Alert Expiration, End Date","","","The date on which the alien alert will expire.","nc","DateType","nc:DateType",,,
"em","AlertExpirationDateTime","em:AlertExpirationDateTime",1,0,"","e. g., “2002-05-24T16:49:00-07:00” for 24 May 2002 at 16:49 PDT","(1) The date and time is represented in [dateTime] format (e. g., “2002-05-24T16:49:00-07:00” for 24 May 2002 at 16:49 PDT).
(2) If this item is not provided, each recipient is free to set its own policy as to when the message is no longer in effect.","The expiry time of the information of the alert message. If this item is not provided, each recipient is free to set its own policy as to when the message is no longer in effect.","nc","DateType","nc:DateType",,,
"im","AlertGeneratingOfficerBadgeIdentification","im:AlertGeneratingOfficerBadgeIdentification",1,0,,,,"A field indicating the badge identification of the DHS Immigrations Customs Enforcement (ICE) person generating the alien alert transaction.","nc","IdentificationType","nc:IdentificationType",,,
"em","AlertHandling","em:AlertHandling",1,1,"","","","The code denoting the special handling of the alert message",,,,,,
"em","AlertHandlingIdentification","em:AlertHandlingIdentification",1,0,"","","","The code denoting the special handling of the alert message","niem-xsd","string","niem-xsd:string","em","AlertHandling","em:AlertHandling"
"em","AlertHandlingText","em:AlertHandlingText",1,0,"","","","The code denoting the special handling of the alert message.","nc","TextType","nc:TextType","em","AlertHandling","em:AlertHandling"
"em","AlertHeadlineText","em:AlertHeadlineText",1,0,"","","(1) 160 characters MAY be a useful target limit for headline length.","The text headline of the alert message. A brief human-readable headline. Note that some displays (for example, short messaging service devices) may only present this headline; it SHOULD be made as direct and actionable as possible while remaining short. 160 characters MAY be a useful target limit for headline length.","nc","TextType","nc:TextType",,,
"scr","AlertIdentification","scr:AlertIdentification",1,0,,,,"An identifier indicating the PERSON ALERT.","nc","IdentificationType","nc:IdentificationType",,,
"em","AlertIncidentAssociation","em:AlertIncidentAssociation",1,0,"","","","The group listing identifying related alert messages and incidents. Used to collate multiple messages referring to different aspects of the same incident.","em","AlertIncidentAssociationType","em:AlertIncidentAssociationType",,,
"em","AlertInstructionsDescriptionText","em:AlertInstructionsDescriptionText",1,0,"","","(1) If different instructions are intended for different recipients, they should be represented by use of multiple <info> blocks.","The text describing the recommended action to be taken by recipients of the alert message. An extended human readable instruction to targeted recipients. If different instructions are intended for different recipients, they should be represented by use of multiple info blocks.","nc","TextType","nc:TextType",,,
"scr","AlertMedicalIndicator","scr:AlertMedicalIndicator",1,0,"","","","True if the alert code is for a medical condition; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"em","AlertReasonText","em:AlertReasonText",1,0,"","","","The text describing the reason the alert message was distributed.","nc","TextType","nc:TextType",,,
"scr","AlertReceivedDate","scr:AlertReceivedDate",1,0,,,,"The date on which the ALERT was received.","nc","DateType","nc:DateType",,,
"em","AlertSupplementaryDigitalResource","em:AlertSupplementaryDigitalResource",1,0,"","","","A digital representation of an object.","em","AlertSupplementaryDigitalResourceType","em:AlertSupplementaryDigitalResourceType",,,
"im","AlertWarningIndicator","im:AlertWarningIndicator",1,0,,,,"True if there is an alert warning associated with an alien; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"cbrn","AlgorithmCreatorName","cbrn:AlgorithmCreatorName",1,0,"","","","Name of the organization that created an algorithm.","nc","ProperNameTextType","nc:ProperNameTextType",,,
"cbrn","AlgorithmDescriptionText","cbrn:AlgorithmDescriptionText",1,0,"","","","Description of an algorithm.","nc","TextType","nc:TextType",,,
"cbrn","AlgorithmImplementationVersionID","cbrn:AlgorithmImplementationVersionID",1,0,"","","","External identifier of the physical implementation version of an algorithm.  There is no required format for the ID value.","niem-xsd","string","niem-xsd:string",,,
"cbrn","AlgorithmName","cbrn:AlgorithmName",1,0,"","","","Name of an algorithm.","niem-xsd","string","niem-xsd:string",,,
"cbrn","AlgorithmParameterSet","cbrn:AlgorithmParameterSet",1,0,"","","","Provides sets of parameters and values used with analysis algorithms to assess the data collected during a Detection Event.","cbrn","ParameterSetType","cbrn:ParameterSetType",,,
"cbrn","algorithmTechnicalVersionText","cbrn:algorithmTechnicalVersionText",0,0,"","","","The version identifier of the technical specification of the algorithm that was used in a physical implementation.","xsd","string","xsd:string",,,
"cbrn","AlgorithmVersion","cbrn:AlgorithmVersion",1,0,"","","","Version of an algorithm.","cbrn","AlgorithmVersionType","cbrn:AlgorithmVersionType",,,
"cbrn","AlgorithmVersionDescriptionText","cbrn:AlgorithmVersionDescriptionText",1,0,"","","","Description of an algorithm version","nc","TextType","nc:TextType",,,
"cbrn","AlgorithmVersionReleaseDate","cbrn:AlgorithmVersionReleaseDate",1,0,"","","","The release date of an algorithm version implementation.","niem-xsd","date","niem-xsd:date",,,
"im","Alien","im:Alien",1,0,,,,"A foreign born person, and not a United States citizen, who is of interest to the Department of Homeland Security (DHS), Immigration and Customs Enforcement (ICE).","im","AlienType","im:AlienType",,,
"im","AlienAlert","im:AlienAlert",1,0,"","","","The significant information about an alien person to alert the Department of Homeland Security (DHS), Immigration and Customs Enforcement (ICE) if the alien has been formally removed from the U.S. or could pose a risk based on safety or other factors.","im","AlienAlertType","im:AlienAlertType",,,
"im","AlienArrestEncounter","im:AlienArrestEncounter",1,0,,,,"The taking into custody of an alien by a legal authority.","im","ImmigrationArrestType","im:ImmigrationArrestType",,,
"im","AlienAsylumRequestIndicator","im:AlienAsylumRequestIndicator",1,0,,,,"True if the encounter is with an alien seeking asylum.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienBirthCountryName","im:AlienBirthCountryName",1,0,,,,"A field denoting the aliens country of birth.","nc","ProperNameTextType","nc:ProperNameTextType",,,
"im","AlienBorderCrossingIndicator","im:AlienBorderCrossingIndicator",1,0,,,,"True if the encounter is with an alien crossing the border.","niem-xsd","boolean","niem-xsd:boolean",,,
"scr","AlienCategoryDescriptionText","scr:AlienCategoryDescriptionText",1,0,"","Immigrant, alien","","A description of a kind of alien.","nc","TextType","nc:TextType",,,
"scr","AlienCategoryText","scr:AlienCategoryText",1,0,"","Student, Exchange Visitor, Temporary Worker","","A kind of alien.","nc","TextType","nc:TextType",,,
"im","AlienCautionMedicalConditionCode","im:AlienCautionMedicalConditionCode",1,0,,,,"A number indicating the code for alien persons medical condition that the DHS Immigration Customs Enforcement (ICE) officer should be cautious of.","scr","PersonMedicalConditionStatusCategoryCodeType","scr:PersonMedicalConditionStatusCategoryCodeType",,,
"im","AlienChild","im:AlienChild",1,0,,,,"A person who is a child of an alien.","im","AlienType","im:AlienType",,,
"im","AlienChildrenQuantity","im:AlienChildrenQuantity",1,0,,,,"A field indicating the aliens number of children.","nc","QuantityType","nc:QuantityType",,,
"im","AlienCitizenship","im:AlienCitizenship",1,0,,,,"The legal immigration standing of a person assigned by a country which provides rights, duties, and privileges to a person due to the persons birth or naturalization in that country.","im","AlienCitizenshipType","im:AlienCitizenshipType",,,
"im","AlienCitizenshipCountryName","im:AlienCitizenshipCountryName",1,0,,,,"A field denoting the aliens country of citizenship.","nc","ProperNameTextType","nc:ProperNameTextType",,,
"im","AlienCustodyCategoryDescriptionText","im:AlienCustodyCategoryDescriptionText",1,0,"","","","A field describing the code assigned to each kind of alien person custody.","nc","TextType","nc:TextType",,,
"im","AlienCustodyCategoryText","im:AlienCustodyCategoryText",1,0,"","","","A number indicating a kind of custody of an alien person.","nc","TextType","nc:TextType",,,
"im","AlienDependent","im:AlienDependent",1,0,"","","","A person who relies on the guardianship of a foreign born person who is not a citizen of the United States.","im","AlienDependentType","im:AlienDependentType",,,
"scr","AlienDeportation","scr:AlienDeportation",1,0,,,,"An involuntary DEPARTURE of a PERSON based on a judicial decision or inspectors discretion.","scr","AlienDeportationType","scr:AlienDeportationType",,,
"scr","AlienDeportationEscortReason","scr:AlienDeportationEscortReason",1,0,"","Criminal, Medical","","An explanation why a DHS designated person is required to accompany the person during DEPORTATION.","scr","AlienDeportationEscortReasonType","scr:AlienDeportationEscortReasonType",,,
"im","AlienDetentionEncounter","im:AlienDetentionEncounter",1,0,,,,"A period of temporary custody of an alien that precedes disposition by a COURT.","im","ImmigrationDetentionType","im:ImmigrationDetentionType",,,
"im","AlienEncounter","im:AlienEncounter",1,0,,,,"The interface between an alien person and the Department of Homeland Security (DHS), Immigration and Customs Enforcement (ICE) official.","im","AlienEncounterType","im:AlienEncounterType",,,
"scr","AlienEncounterIdentification","scr:AlienEncounterIdentification",1,0,"","","This type of fingerprint image could be rolled or flat.","A kind of fingerprint image retrieved during an encounter with an alien.","nc","IdentificationType","nc:IdentificationType",,,
"im","AlienEnforcementEncounter","im:AlienEnforcementEncounter",1,0,"","","","The kind of ENCOUNTER with an alien which may result in legal action.","im","AlienEnforcementEncounterType","im:AlienEnforcementEncounterType",,,
"scr","AlienEntryStatus","scr:AlienEntryStatus",1,0,"","","Informal status codes that Border Patrol added to ICE EID table for when a person is found on a farm.
","An entry status of an alien.","scr","AlienEntryStatusType","scr:AlienEntryStatusType",,,
"im","AlienExchangeVisitor","im:AlienExchangeVisitor",1,0,"","","This could be to receive training in (1) Arts and Culture, (2) Information Media and Community, etc","An alien who visits the United States to participate in either an educational or cultural exchange program that is approved by the United States Department of State.","im","AlienExchangeVisitorType","im:AlienExchangeVisitorType",,,
"scr","AlienExchangeVisitor","scr:AlienExchangeVisitor",1,0,"","","","Applied augmentation for type im:AlienExchangeVisitorType","scr","AlienExchangeVisitorType","scr:AlienExchangeVisitorType","im","AlienExchangeVisitor","im:AlienExchangeVisitor"
"scr","AlienExchangeVisitorAugmentation","scr:AlienExchangeVisitorAugmentation",1,0,"","","","Additional information about an alien exchange visitor.","scr","AlienExchangeVisitorAugmentationType","scr:AlienExchangeVisitorAugmentationType",,,
"im","AlienExchangeVisitorProgram","im:AlienExchangeVisitorProgram",1,0,"","","","An educational or cultural program of study sponsored by an authorized institution in the United States and offered to non-immigrant aliens.","nc","ProgramType","nc:ProgramType",,,
"im","AlienFamily","im:AlienFamily",1,0,"","","","The direct relationships of an alien with other aliens either through marriage, adoption, or some other legal event.","im","AlienFamilyType","im:AlienFamilyType",,,
"im","AlienFamilyMembers","im:AlienFamilyMembers",1,0,"","","This could be a relationship through marriage or adoption.","The persons related to an alien whether via a common ancestry or through legal event.","im","AlienFamilyType","im:AlienFamilyType",,,
"im","AlienFelonCategoryText","im:AlienFelonCategoryText",1,0,"","D=Drugs, N=None, B=Both drug and other felon convictions","","A kind of felony type.","nc","TextType","nc:TextType",,,
"im","AlienFelonDescriptionText","im:AlienFelonDescriptionText",1,0,,,,"A field indicating the description for the associated felony code.","nc","TextType","nc:TextType",,,
"im","AlienFile","im:AlienFile",1,0,,,,"A file containing detailed immigration information about an alien.","im","FileType","im:FileType",,,
"im","AlienIDDetails","im:AlienIDDetails",1,0,"","","","The information further describing the documented identification of an alien.","im","AlienIDDetailsType","im:AlienIDDetailsType",,,
"im","AlienImmigrationStatus","im:AlienImmigrationStatus",1,0,,,,"A field indicating a description of an associated Immigrant status code ","im","ImmigrationStatusType","im:ImmigrationStatusType",,,
"im","AlienIncidentRoleDescriptionText","im:AlienIncidentRoleDescriptionText",1,0,"","","","A role of the alien in the event.","nc","TextType","nc:TextType",,,
"im","AlienIncidentSequenceID","im:AlienIncidentSequenceID",1,0,,,,"A unique number indicating the sequence number associated with an encounter involving an alien.","nc","IdentificationType","nc:IdentificationType",,,
"im","AlienKin","im:AlienKin",1,0,,,,"A person who is related to an alien.","im","AlienType","im:AlienType",,,
