"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"j","BailSubject","j:BailSubject",1,0,,,,"A person who is assigned bail.","j","SubjectType","j:SubjectType",,,
"im","BarracksCode","im:BarracksCode",1,0,"","","","A kind of living quarters of the alien who is being detained in a detention facility.","nc","TextType","nc:TextType",,,
"em","BaselineQuantity","em:BaselineQuantity",1,0,,,,"The maximum (baseline) number of beds in this category","nc","QuantityType","nc:QuantityType",,,
"em","BedCapacity","em:BedCapacity",1,0,,,,"The number of available beds.","em","BedCapacityType","em:BedCapacityType",,,
"em","BedCategoryCode","em:BedCategoryCode",1,0,,,,"Enumerated list of available Bed Types.","have","BedCategoryCodeType","have:BedCategoryCodeType",,,
"im","BeginDate","im:BeginDate",1,0,,,,"The date on which the association with the address began.","nc","DateType","nc:DateType",,,
"scr","BeginDate","scr:BeginDate",1,0,,,,"The date on which the DOCUMENT becomes effective.","nc","DateType","nc:DateType",,,
"scr","BeginSalaryAmount","scr:BeginSalaryAmount",1,0,,,,"The date when the remuneration for PERSON EMPLOYMENT started","nc","AmountType","nc:AmountType",,,
"scr","BenefitApplication","scr:BenefitApplication",1,0,,,,"A classification of the nature of the BENEFIT APPLICATION ENCOUNTER. ","scr","BenefitApplicationType","scr:BenefitApplicationType",,,
"scr","BenefitApplicationCategoryCode","scr:BenefitApplicationCategoryCode",1,0,"","Naturalization, Asylum, Permanent Residency, Temporary Worker","","A kind of benefit application.","scr","BenefitApplicationCategoryCodeType","scr:BenefitApplicationCategoryCodeType",,,
"scr","BenefitApplicationCategoryDescriptionText","scr:BenefitApplicationCategoryDescriptionText",1,0,"","Naturalization, Asylum, Permanent Residency, Temporary Worker","","A description of a kind of benefit application.","nc","TextType","nc:TextType",,,
"scr","BenefitApplicationClassificationCode","scr:BenefitApplicationClassificationCode",1,0,"","","","A kind of benefit application.","scr","BenefitApplicationCategoryCodeType","scr:BenefitApplicationCategoryCodeType",,,
"scr","BenefitApplicationEncounter","scr:BenefitApplicationEncounter",1,0,,,,"A PERSON ENCOUNTER involving the processing of a service request.","scr","BenefitApplicationEncounterType","scr:BenefitApplicationEncounterType",,,
"scr","BenefitApplicationStatus","scr:BenefitApplicationStatus",1,0,,,,"","scr","BenefitApplicationStatusType","scr:BenefitApplicationStatusType",,,
"scr","BenefitApplicationStatusCategoryCode","scr:BenefitApplicationStatusCategoryCode",1,0,"","Open, Pending, Closed","","A status of a benefit application.","scr","BenefitApplicationStatusCategoryCodeType","scr:BenefitApplicationStatusCategoryCodeType",,,
"scr","BenefitDocument","scr:BenefitDocument",1,0,,,,"A classification of the BENEFIT DOCUMENT","scr","BenefitDocumentType","scr:BenefitDocumentType",,,
"scr","BenefitDocumentCategoryCode","scr:BenefitDocumentCategoryCode",1,0,"","Travel Document, Employment Authorization, Certificate of Repatriation","","A kind of benefit document.","scr","BenefitDocumentCategoryCodeType","scr:BenefitDocumentCategoryCodeType",,,
"scr","BenefitDocumentCategoryDescriptionText","scr:BenefitDocumentCategoryDescriptionText",1,0,"","Travel Document, Employment Authorization, Certificate of Repatriation","","A description of a kind of benefit document.","nc","TextType","nc:TextType",,,
"scr","BenefitDocumentStatus","scr:BenefitDocumentStatus",1,0,,,,"The state of a BENEFIT DOCUMENT","scr","BenefitDocumentStatusType","scr:BenefitDocumentStatusType",,,
"scr","BenefitDocumentStatusCode","scr:BenefitDocumentStatusCode",1,0,"","","","A status of a benefit document.","scr","BenefitDocumentStatusCategoryCodeType","scr:BenefitDocumentStatusCategoryCodeType",,,
"nc","Binary","nc:Binary",1,0,,,,"A digital representation of an object encoded in a binary format.","nc","BinaryType","nc:BinaryType",,,
"nc","BinaryAvailableIndicator","nc:BinaryAvailableIndicator",1,0,,,,"True if a binary is available; false if it is not.","niem-xsd","boolean","niem-xsd:boolean",,,
"nc","BinaryAvailableLocationText","nc:BinaryAvailableLocationText",1,0,,,,"A physical or digital location of a binary object.","nc","TextType","nc:TextType",,,
"nc","BinaryBase64Object","nc:BinaryBase64Object",1,0,,,,"A binary encoding of data.","niem-xsd","base64Binary","niem-xsd:base64Binary","nc","BinaryObject","nc:BinaryObject"
"nc","BinaryCaptureDate","nc:BinaryCaptureDate",1,0,,,"This is the date an image was taken, an audio file was recorded, ...","A date on which a binary object is captured or created.","nc","DateType","nc:DateType",,,
"nc","BinaryCapturer","nc:BinaryCapturer",1,0,,,,"An entity which captured or created a binary object.","nc","EntityType","nc:EntityType",,,
"nc","BinaryCategoryText","nc:BinaryCategoryText",1,0,,"mug shot, driver license picture, audio confession",,"A kind of object that has been encoded.","nc","TextType","nc:TextType",,,
"nc","BinaryDescriptionText","nc:BinaryDescriptionText",1,0,,,,"A description of a binary object.","nc","TextType","nc:TextType",,,
"nc","BinaryFormatID","nc:BinaryFormatID",1,0,"content type, media type, Internet media type","image/jpeg, text/html, text/plain, video/mpeg","Usually composed of two parts - a type and a subtype.  May include optional parameters.","An identifier for a file format or content type of a binary object.","niem-xsd","string","niem-xsd:string",,,
"nc","BinaryFormatStandardName","nc:BinaryFormatStandardName",1,0,,"MIME, DIME",,"A name of a standard or protocol used to classify binary content.","nc","TextType","nc:TextType",,,
"nc","BinaryHexObject","nc:BinaryHexObject",1,0,,,,"A binary encoding of data.","niem-xsd","hexBinary","niem-xsd:hexBinary","nc","BinaryObject","nc:BinaryObject"
"nc","BinaryID","nc:BinaryID",1,0,,,,"An identifier that references a binary object.","niem-xsd","string","niem-xsd:string",,,
"nc","BinaryLocationURI","nc:BinaryLocationURI",1,0,,,,"A URL or file reference of a binary object.","niem-xsd","anyURI","niem-xsd:anyURI",,,
"nc","BinaryObject","nc:BinaryObject",1,1,,,"The actual binary for a picture, photo, image, graphic, sound, video, ...","A binary encoding of data.",,,,,,
"nc","BinarySizeValue","nc:BinarySizeValue",1,0,,,,"A size of a binary object in kilobytes.","nc","NonNegativeDecimalType","nc:NonNegativeDecimalType",,,
"im","BinationalCommissionTotalFundingSupportAmount","im:BinationalCommissionTotalFundingSupportAmount",1,0,,,,"A number indicating the amount of funding provided to the Exchange Visitor (EV) by the Binational Commission of the Exchange Visitors home country, in order to support his/her participation in a designated EV Program.","nc","AmountType","nc:AmountType",,,
"scr","Biographic","scr:Biographic",1,0,,,,"A description of a PERSON at a specific point in time","scr","BiographicType","scr:BiographicType",,,
"scr","BiographicCaptureDate","scr:BiographicCaptureDate",1,0,,,,"The date when the PERSON BIOGRAPHIC is recorded","nc","DateType","nc:DateType",,,
"scr","BiographicIdentification","scr:BiographicIdentification",1,0,,,,"An identifier for a BIOGRAPHIC","nc","IdentificationType","nc:IdentificationType",,,
"nc","Biometric","nc:Biometric",1,0,,,,"Information used to measurable a biological or behavioral characteristic, which can reliably recognize the identity, or verify the claimed identity, of a person.","nc","BiometricType","nc:BiometricType",,,
"nc","BiometricAccuracyDescriptionText","nc:BiometricAccuracyDescriptionText",1,0,,,,"A description of the believed accuracy of a biometric identification.","nc","TextType","nc:TextType",,,
"intel","BiometricAugmentation","intel:BiometricAugmentation",1,0,"","","","Additional information about a biometric.","intel","BiometricAugmentationType","intel:BiometricAugmentationType",,,
"scr","BiometricAugmentation","scr:BiometricAugmentation",1,0,"","","","Additional information about a biometric.","scr","BiometricAugmentationType","scr:BiometricAugmentationType",,,
"nc","BiometricBinary","nc:BiometricBinary",1,0,,,,"A binary representation of a biometric sample.","nc","BinaryType","nc:BinaryType",,,
"nc","BiometricCaptureDate","nc:BiometricCaptureDate",1,0,,,,"A date a biometric sample was collected.","nc","DateType","nc:DateType",,,
"nc","BiometricCaptureDescriptionText","nc:BiometricCaptureDescriptionText",1,0,,,,"A description of how a biometric sample was collected.","nc","TextType","nc:TextType",,,
"nc","BiometricCapturer","nc:BiometricCapturer",1,0,,,,"An entity that collected a biometric sample.","nc","EntityType","nc:EntityType",,,
"nc","BiometricCaptureSourceText","nc:BiometricCaptureSourceText",1,0,,,,"A source or location from which a biometric sample was collected. ","nc","TextType","nc:TextType",,,
"scr","BiometricClassification","scr:BiometricClassification",1,0,,,,"A classification of the kind of PERSON BIOMETRIC.","scr","BiometricClassificationType","scr:BiometricClassificationType",,,
"scr","BiometricClassificationCategoryCode","scr:BiometricClassificationCategoryCode",1,0,"","facial image, fingerprints, iris, signature, video","","A kind of biometric.","scr","BiometricCategoryCodeType","scr:BiometricCategoryCodeType",,,
"scr","BiometricClassificationCategoryDescriptionText","scr:BiometricClassificationCategoryDescriptionText",1,0,"","facial image, fingerprints, iris, signature, video","","A description of a kind of biometric.","nc","TextType","nc:TextType",,,
"scr","BiometricCoordinate","scr:BiometricCoordinate",1,0,"","","","A service used to determine the BIOMETRIC COORDINATE.","scr","BiometricCoordinateType","scr:BiometricCoordinateType",,,
"scr","BiometricCoordinateIdentification","scr:BiometricCoordinateIdentification",1,0,,,,"An identifier that represents the BIOMETRIC COORDINATE.","nc","IdentificationType","nc:IdentificationType",,,
"nc","BiometricDescriptionText","nc:BiometricDescriptionText",1,0,,,,"A description of a biometric.","nc","TextType","nc:TextType",,,
"nc","BiometricEncodingMethodText","nc:BiometricEncodingMethodText",1,0,,,,"A method used to encode a biometric.","nc","TextType","nc:TextType",,,
"nc","BiometricID","nc:BiometricID",1,0,,,,"An identifier used to uniquely refer to a biometric.","niem-xsd","string","niem-xsd:string",,,
"nc","BiometricImage","nc:BiometricImage",1,0,,,,"A picture of a biometric sample.","nc","ImageType","nc:ImageType",,,
"scr","BiometricImageCategoryCode","scr:BiometricImageCategoryCode",1,0,"","facial, fingerprints, iris, signature","","A BIOMETRIC IMAGE TYPE.","scr","BiometricImageCategoryCodeType","scr:BiometricImageCategoryCodeType",,,
"nc","BiometricLabAnalysisText","nc:BiometricLabAnalysisText",1,0,,,,"An analysis of a biometric sample.","nc","TextType","nc:TextType",,,
"nc","BiometricRepositoryDescriptionText","nc:BiometricRepositoryDescriptionText",1,0,,,,"A description of the storage of a biometric sample.","nc","TextType","nc:TextType",,,
"nc","BiometricRepositoryOrganization","nc:BiometricRepositoryOrganization",1,0,,,,"An organization that is responsible for the storage of a biometric sample.","nc","OrganizationType","nc:OrganizationType",,,
"scr","BiometricSource","scr:BiometricSource",1,0,,,,"The system of record that captured the PERSON BIOMETRIC","scr","BiometricSourceType","scr:BiometricSourceType",,,
"scr","BiometricSourceCategoryCode","scr:BiometricSourceCategoryCode",1,0,"","CIJS, IDENT","","A BIOMETRIC SOURCE TYPE.","nc","TextType","nc:TextType",,,
"scr","BiometricSourceDescriptionText","scr:BiometricSourceDescriptionText",1,0,"","","","A description of the biometric source.","nc","TextType","nc:TextType",,,
"nc","BiometricStatus","nc:BiometricStatus",1,0,,"tested, scheduled",,"A status of a biometric sample.","nc","StatusType","nc:StatusType",,,
"scr","BiometricStatus","scr:BiometricStatus",1,0,,,,"A classification of the state of the PERSON BIOMETRIC.","scr","BiometricStatusType","scr:BiometricStatusType",,,
"scr","BiometricStatusCategoryCode","scr:BiometricStatusCategoryCode",1,0,"","","","A biometric status.","nc","TextType","nc:TextType",,,
"nc","BiometricTestDate","nc:BiometricTestDate",1,0,,,,"A date a biometric sample was tested.","nc","DateType","nc:DateType",,,
"nc","BiometricTestDescriptionText","nc:BiometricTestDescriptionText",1,0,,,,"A description of how a biometric sample was tested.","nc","TextType","nc:TextType",,,
"nc","BiometricTester","nc:BiometricTester",1,0,,,,"An entity that tested a biometric sample.","nc","EntityType","nc:EntityType",,,
"nc","BiometricTestMethodText","nc:BiometricTestMethodText",1,0,,,,"A method used to test a biometric sample.","nc","TextType","nc:TextType",,,
"nc","BiometricValueText","nc:BiometricValueText",1,0,,,,"A textual representation of the value of a biometric.","nc","TextType","nc:TextType",,,
"scr","BirthID","scr:BirthID",1,0,,,,"A unique system generated identifier for the person birth.","niem-xsd","string","niem-xsd:string",,,
"scr","BirthplaceNearLargeCityDistanceMilesLengthMeasure","scr:BirthplaceNearLargeCityDistanceMilesLengthMeasure",1,0,,,,"The number of miles between the location where an individual was born, and the nearest urban area.","nc","LengthMeasureType","nc:LengthMeasureType",,,
"scr","BirthPlaceNearLargeCityName","scr:BirthPlaceNearLargeCityName",1,0,,,,"The urban area nearest to where an individual was born.","nc","TextType","nc:TextType",,,
"scr","BitsPerPixelQuantity","scr:BitsPerPixelQuantity",1,0,,,,"The number of bits used to represent one pixel of a biometric image.","nc","NumericType","nc:NumericType",,,
"scr","BoardingLocationCityName","scr:BoardingLocationCityName",1,0,,,,"A name indicating the city where the alien boarded a conveyance for ARRIVAL to the United States","nc","TextType","nc:TextType",,,
"j","Bond","j:Bond",1,0,,,,"Details about an agreement between a bondsman and a subject in which a bondsman pays the subject&apos;s bail or portion of the bail in exchange for certain conditions, including the payment of a certain amount of money and the reappearance of the subject in court on the required date.","j","BondType","j:BondType",,,
"j","BondAmount","j:BondAmount",1,0,,,,"Amount of bond","nc","AmountType","nc:AmountType",,,
"j","BondConditionDescriptionText","j:BondConditionDescriptionText",1,0,,,,"A description of a condition or requirement for a subject attached to a bond.","nc","TextType","nc:TextType",,,
"j","BondIssuerEntity","j:BondIssuerEntity",1,0,"bondsman","","","An entity that issues a bond.","nc","EntityType","nc:EntityType",,,
"j","BondPaymentDescriptionText","j:BondPaymentDescriptionText",1,0,,,,"A description of what a subject pays for a bond.","nc","TextType","nc:TextType",,,
"j","BondRevokeDate","j:BondRevokeDate",1,0,,,,"A date a bond is revoked.","nc","DateType","nc:DateType",,,
"j","BondSuretyName","j:BondSuretyName",1,0,,,,"A name of a person or organization who has agreed to be responsible for a subject.","nc","TextType","nc:TextType",,,
"j","BondTerminationCategoryText","j:BondTerminationCategoryText",1,0,,,,"A way a bond is no longer in effect.","nc","TextType","nc:TextType",,,
"j","BondTerminationDate","j:BondTerminationDate",1,0,,,,"A date a bond no longer is in effect.","nc","DateType","nc:DateType",,,
"j","Booking","j:Booking",1,0,,,,"Details about an administrative step taken after an arrested subject is brought to a police station or detention facility, which involves entry of the subject&apos;s name and other relevant facts on the police &quot;blotter&quot;, and which may also include photographing, fingerprinting, and the like. ","j","BookingType","j:BookingType",,,
"j","BookingAdditionalChargesIndicator","j:BookingAdditionalChargesIndicator",1,0,,,,"True if a subject has more charges for which to be booked; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","BookingAgency","j:BookingAgency",1,0,,,,"An organization which processes a booking.","nc","OrganizationType","nc:OrganizationType",,,
"j","BookingAgencyRecordIdentification","j:BookingAgencyRecordIdentification",1,0,"Originating Case Agency (OCA) number","","This identifier may be the booking number or the Originating Agency Report (Incident) number or a combination of both. ","A booking identifier of the originating case agency.","nc","IdentificationType","nc:IdentificationType",,,
"j","BookingArraignmentDate","j:BookingArraignmentDate",1,0,,,,"A date a subject is due to appear in court to answer the charges filed.","nc","DateType","nc:DateType",,,
"j","BookingCourtCaseIdentification","j:BookingCourtCaseIdentification",1,0,"warrant, commitment number","","","An identifier for the cause of a booking.","nc","IdentificationType","nc:IdentificationType",,,
"j","BookingDepositedProperty","j:BookingDepositedProperty",1,0,,,,"A piece of property a subject gives to an official for safe keeping during a booking.","nc","PropertyType","nc:PropertyType",,,
"j","BookingDetentionFacility","j:BookingDetentionFacility",1,0,,,,"A state, county or city detention facility where a subject is detained as a result of booking.","nc","FacilityType","nc:FacilityType",,,
"j","BookingDocumentControlIdentification","j:BookingDocumentControlIdentification",1,0,"","","This may be manually tracked if there is no booking system. It also may not be unique.","A number assigned by a booking system to identify a unique booking event within a specific jail.","nc","IdentificationType","nc:IdentificationType",,,
"j","BookingEmployee","j:BookingEmployee",1,0,"","","This may be the official who takes photographs, fingerprints, enters relevant information into a register.","An official who processes a subject for booking.","j","EnforcementOfficialType","j:EnforcementOfficialType",,,
"j","BookingFacility","j:BookingFacility",1,0,,,,"A police station or a detention facility where a booking occurs.","nc","FacilityType","nc:FacilityType",,,
"j","BookingFileIdentification","j:BookingFileIdentification",1,0,,,,"A records management system identification number for the Incident that precipitated the booking of the subject.","nc","IdentificationType","nc:IdentificationType",,,
"j","BookingRelease","j:BookingRelease",1,0,,,,"Details about a release of a subject from booking or from booking detention.","nc","ReleaseType","nc:ReleaseType",,,
"j","BookingReleaseCorrectionsAnalyst","j:BookingReleaseCorrectionsAnalyst",1,0,,,,"A corrections pre-trial screening official.","j","EnforcementOfficialType","j:EnforcementOfficialType",,,
"j","BookingReportingDistrictText","j:BookingReportingDistrictText",1,0,,,,"A district of a booking agency.","nc","TextType","nc:TextType",,,
"j","BookingRetainedProperty","j:BookingRetainedProperty",1,0,,,,"A piece of property a subject keeps during booking.","nc","PropertyType","nc:PropertyType",,,
"j","BookingSealedIndicator","j:BookingSealedIndicator",1,0,,,,"True if the information regarding a booking is to remain sealed and confidential; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","BookingSearchOfficial","j:BookingSearchOfficial",1,0,,,,"An official who searches a subject during a booking.","j","EnforcementOfficialType","j:EnforcementOfficialType",,,
"j","BookingSeizedProperty","j:BookingSeizedProperty",1,0,"","","Includes a vehicle a subject may have.","A piece of property taken from a subject by an official during a booking.","nc","PropertyType","nc:PropertyType",,,
"j","BookingSubject","j:BookingSubject",1,0,,,,"A person who is booked.","j","SubjectType","j:SubjectType",,,
"j","BookingSubjectCustodyTransfer","j:BookingSubjectCustodyTransfer",1,0,,,,"A transfer of custody or transportation of a subject from one booking detention facility to another.","j","CustodyTransferType","j:CustodyTransferType",,,
"j","BookingTelephoneCall","j:BookingTelephoneCall",1,0,,,,"Details about a telephone call (number) a subject makes while being booked or detained from an arrest.","j","BookingTelephoneCallType","j:BookingTelephoneCallType",,,
"j","BookingTelephoneCallDate","j:BookingTelephoneCallDate",1,0,,,,"A date a subject makes a telephone call while being booked or detained from a booking.","nc","DateType","nc:DateType",,,
"j","BookingTelephoneCallSupervisingOfficial","j:BookingTelephoneCallSupervisingOfficial",1,0,,,,"A peace official who supervises a subject making a telephone call.","j","EnforcementOfficialType","j:EnforcementOfficialType",,,
"j","BookingTransportOfficial","j:BookingTransportOfficial",1,0,,,,"An official who moves a subject to a detention facility.","j","EnforcementOfficialType","j:EnforcementOfficialType",,,
"im","BookInOfficer","im:BookInOfficer",1,0,,,,"The date on which the alien was booked in by Department of Homeland Security (DHS) Immigration and Customs Enforcement (ICE) Employee.","im","ICEEmployeeType","im:ICEEmployeeType",,,
"im","BookOutOfficer","im:BookOutOfficer",1,0,,,,"The date on which the alien was booked out by Department of Homeland Security (DHS) Immigration and Customs Enforcement (ICE) Employee.","im","ICEEmployeeType","im:ICEEmployeeType",,,
"scr","BorderCode","scr:BorderCode",1,0,"","","","An organization location representing a geographic edge.","nc","TextType","nc:TextType",,,
"it","BorderTransportMeans","it:BorderTransportMeans",1,0,,,,"A means of transport used in crossing a border.","it","BorderTransportMeansType","it:BorderTransportMeansType",,,
"it","BorderTransportMeansNationalityText","it:BorderTransportMeansNationalityText",1,0,"","","","Nationality of the active means of transport used in crossing the border.","nc","TextType","nc:TextType",,,
"scr","BottomCoordinate","scr:BottomCoordinate",1,0,,,,"Defines the bottom right corner of the bounding box.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"scr","BottomIsQuantity","scr:BottomIsQuantity",1,0,,,,"The number of pixels in the bottom coordinate of the Image.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"j","BridgeStructure","j:BridgeStructure",1,0,,,,"A bridge, underpass, overpass, or tunnel bridge/structure that is also linkable to the national bridge inventory.","nc","FacilityType","nc:FacilityType",,,
"em","BurnServiceCoverageStatusCode","em:BurnServiceCoverageStatusCode",1,0,,,,"The availability of burn center services.","have","AvailabilityStatusCodeType","have:AvailabilityStatusCodeType",,,
"it","Buyer","it:Buyer",1,0,,,,"","nc","OrganizationType","nc:OrganizationType",,,
"nc","CalendarDate","nc:CalendarDate",1,0,,,,"A calendar date.","nc","DateType","nc:DateType",,,
"im","CampusEmploymentFundsAmount","im:CampusEmploymentFundsAmount",1,0,,,,"A number indicating the total funds estimated to be earned by the alien student through on-campus employment.","nc","AmountType","nc:AmountType",,,
"nc","Capability","nc:Capability",1,0,,,,"A capacity or ability for something.","nc","CapabilityType","nc:CapabilityType",,,
"intel","CapabilityAugmentation","intel:CapabilityAugmentation",1,0,"","","","Additional information about a capability.","intel","CapabilityAugmentationType","intel:CapabilityAugmentationType",,,
"nc","CapabilityCategoryText","nc:CapabilityCategoryText",1,0,,"risk to others, sex offender",,"A specific kind of capacity or ability.","nc","TextType","nc:TextType",,,
"nc","CapabilityDescriptionText","nc:CapabilityDescriptionText",1,0,,,,"A description of a capacity or ability.","nc","TextType","nc:TextType",,,
"nc","CapabilityGeneralCategoryText","nc:CapabilityGeneralCategoryText",1,0,,,,"A general classification of a kind of capacity or ability.","nc","TextType","nc:TextType",,,
"nc","CapabilityIsLimitationIndicator","nc:CapabilityIsLimitationIndicator",1,0,,,"This indicator applies to physical capabilities.","True if a capability implies an inability to do something, false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"intel","CapabilityProficiencyCode","intel:CapabilityProficiencyCode",1,0,,,,"Skillfulness in the command of fundamentals deriving from practice and familiarity.","nc","TextType","nc:TextType",,,
"em","Capacity","em:Capacity",1,0,"","","","Container element to define the capacity information of each specified bed kind or sub category bed kind.  ","em","CapacityType","em:CapacityType",,,
"em","CapacityStatusCode","em:CapacityStatusCode",1,0,"","","","Indicator of status of bed kind or sub-category bed kind. ","have","CapacityStatusCodeType","have:CapacityStatusCodeType",,,
"ansi-nist","CaptureDate","ansi-nist:CaptureDate",1,0,,,,"Date image was captured.","nc","DateType","nc:DateType",,,
"ansi-nist","CaptureDescription","ansi-nist:CaptureDescription",1,1,,,,"Type of human monitoring used to capture an image.",,,,,,
"ansi-nist","CaptureDescriptionCode","ansi-nist:CaptureDescriptionCode",1,0,,,,"Table 25 level of human monitoring of image capture.","ansi-nist","DMMCodeType","ansi-nist:DMMCodeType","ansi-nist","CaptureDescription","ansi-nist:CaptureDescription"
"ansi-nist","CaptureDescriptionText","ansi-nist:CaptureDescriptionText",1,0,,,,"Type of human monitoring used to capture an image.","nc","TextType","nc:TextType","ansi-nist","CaptureDescription","ansi-nist:CaptureDescription"
"ansi-nist","CaptureDeviceGlobalIdentification","ansi-nist:CaptureDeviceGlobalIdentification",1,0,,,,"A globally unique identifier.","nc","IdentificationType","nc:IdentificationType",,,
"ansi-nist","CaptureDeviceIdentification","ansi-nist:CaptureDeviceIdentification",1,0,,,,"A string identifying the device or source of the image data.","nc","IdentificationType","nc:IdentificationType",,,
"ansi-nist","CaptureDeviceMakeText","ansi-nist:CaptureDeviceMakeText",1,0,,,,"The make of the image capture device.","nc","TextType","nc:TextType",,,
"ansi-nist","CaptureDeviceModelText","ansi-nist:CaptureDeviceModelText",1,0,,,,"The model of the image capture device.","nc","TextType","nc:TextType",,,
"ansi-nist","CaptureDeviceMonitoringMode","ansi-nist:CaptureDeviceMonitoringMode",1,1,,,,"",,,,,,
"ansi-nist","CaptureDeviceMonitoringModeCode","ansi-nist:CaptureDeviceMonitoringModeCode",1,0,,,,"","nc","TextType","nc:TextType","ansi-nist","CaptureDeviceMonitoringMode","ansi-nist:CaptureDeviceMonitoringMode"
"ansi-nist","CaptureDeviceMonitoringModeText","ansi-nist:CaptureDeviceMonitoringModeText",1,0,,,,"","nc","TextType","nc:TextType","ansi-nist","CaptureDeviceMonitoringMode","ansi-nist:CaptureDeviceMonitoringMode"
"ansi-nist","CaptureDeviceSerialNumberText","ansi-nist:CaptureDeviceSerialNumberText",1,0,,,,"The serial number of the image capture device.","nc","TextType","nc:TextType",,,
"ansi-nist","CaptureHorizontalPixelDensityValue","ansi-nist:CaptureHorizontalPixelDensityValue",1,0,,,,"Transmitted pixel density in horizontal direction.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"ansi-nist","CaptureOrganization","ansi-nist:CaptureOrganization",1,0,,,,"The organization that originally captured the facial or SMT image contained in this record.","nc","OrganizationType","nc:OrganizationType",,,
"ansi-nist","CaptureResolution","ansi-nist:CaptureResolution",1,1,,,,"A minimum or native resolution indicator.",,,,,,
"ansi-nist","CaptureResolutionCode","ansi-nist:CaptureResolutionCode",1,0,,,,"Indicates the minimum or native resolution indicator.","ansi-nist","ISRCodeType","ansi-nist:ISRCodeType","ansi-nist","CaptureResolution","ansi-nist:CaptureResolution"
"ansi-nist","CaptureResolutionText","ansi-nist:CaptureResolutionText",1,0,,,,"A minimum or native resolution indicator.","nc","TextType","nc:TextType","ansi-nist","CaptureResolution","ansi-nist:CaptureResolution"
"ansi-nist","CaptureSource","ansi-nist:CaptureSource",1,1,,,,"Source of an image.",,,,,,
"ansi-nist","CaptureSourceCode","ansi-nist:CaptureSourceCode",1,0,,,,"Indicates the classification of the source of the image.","ansi-nist","PASCodeType","ansi-nist:PASCodeType","ansi-nist","CaptureSource","ansi-nist:CaptureSource"
"ansi-nist","CaptureSourceText","ansi-nist:CaptureSourceText",1,0,,,,"Source of an image.","nc","TextType","nc:TextType","ansi-nist","CaptureSource","ansi-nist:CaptureSource"
"ansi-nist","CaptureVerticalPixelDensityValue","ansi-nist:CaptureVerticalPixelDensityValue",1,0,,,,"Transmitted pixel density in the vertical direction.","niem-xsd","nonNegativeInteger","niem-xsd:nonNegativeInteger",,,
"em","CardiologyServiceCoverageStatusCode","em:CardiologyServiceCoverageStatusCode",1,0,,,,"The availability of cardiology services.","have","AvailabilityStatusCodeType","have:AvailabilityStatusCodeType",,,
"em","CardioThoracicServiceCoverageStatusCode","em:CardioThoracicServiceCoverageStatusCode",1,0,,,,"The availability of cardiothoracic surgical services.","have","AvailabilityStatusCodeType","have:AvailabilityStatusCodeType",,,
"it","Carrier","it:Carrier",1,0,,,,"A party providing the transport of goods between named points.","nc","OrganizationType","nc:OrganizationType",,,
"scr","CarrierName","scr:CarrierName",1,0,,,,"The name of the owner of the CONVEYANCE.","nc","TextType","nc:TextType",,,
"nc","Case","nc:Case",1,0,"","","","An aggregation of information about a set of related activities and events.","nc","CaseType","nc:CaseType",,,
"j","CaseAmendedCharge","j:CaseAmendedCharge",1,0,,,,"A charge different than the original charge a person is being tried for in a court of law.","j","ChargeType","j:ChargeType",,,
"j","CaseAugmentation","j:CaseAugmentation",1,0,"","","","Additional information about a case.","j","CaseAugmentationType","j:CaseAugmentationType",,,
"j","CaseCapiasDate","j:CaseCapiasDate",1,0,,,,"A date where subject proceeds directly to court, without being able to post bond. Similar to a Failure to Appear","nc","DateType","nc:DateType",,,
"nc","CaseCategoryText","nc:CaseCategoryText",1,0,,"law enforcement, prosecution, court, public safety, department of human services, department of health",,"A kind of case.","nc","TextType","nc:TextType",,,
"j","CaseCharge","j:CaseCharge",1,0,,,,"A charge or accusation a person is being tried for in a court of law.","j","ChargeType","j:ChargeType",,,
"j","CaseContinuanceDate","j:CaseContinuanceDate",1,0,,,,"A date a court case is set to resume after being postponed.","nc","DateType","nc:DateType",,,
"j","CaseConvictionReportingRequirements","j:CaseConvictionReportingRequirements",1,0,,,,"Details about the requirements placed on a person convicted in a case to report to a supervising agency.","j","CaseConvictionReportingRequirementsType","j:CaseConvictionReportingRequirementsType",,,
"j","CaseCourt","j:CaseCourt",1,0,,,,"A court of law in which the case is being tried.","j","CourtType","j:CourtType",,,
"j","CaseCourtEvent","j:CaseCourtEvent",1,0,"","","It generally refers to an appearance (Appearance, Arraignment, Findings, Sentencing, etc.) but may include clerical events such as filing an affidavit or cash register events.","A court occurrence.","j","CourtEventType","j:CourtEventType",,,
