"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"im","AlienEncounterFingerprintCodeText","im:AlienEncounterFingerprintCodeText",1,0,,,,"A code indicating the type of fingerprint image (i.e., rolled or flat) retrieved during an encounter with an alien.","u","TextType","u:TextType",,,
"im","AlienEncounterID","im:AlienEncounterID",1,0,,,,"A field indicating a unique encounter with an alien.","u","IDType","u:IDType",,,
"scr","AlienEncounterID","scr:AlienEncounterID",1,0,,,,"A code indicating the type of fingerprint image (i.e., rolled or flat) retrieved during an encounter with an alien.","u","IDType","u:IDType",,,
"im","AlienEnforcementEncounter","im:AlienEnforcementEncounter",1,0,,,,"The type of ENCOUNTER with an alien which may result in legal action.","im","AlienEnforcementEncounterType","im:AlienEnforcementEncounterType",,,
"scr","AlienEntryStatus","scr:AlienEntryStatus",1,0,,,,"Informal status codes that Border Patrol added to ICE EID table for when a person is found on a farm.
","scr","AlienEntryStatusType","scr:AlienEntryStatusType",,,
"im","AlienExchangeVisitor","im:AlienExchangeVisitor",1,0,,,,"An alien who visits the United States to participate in either an educational or cultural exchange program that is approved by the United States Department of State (i.e., Receive training in (1) Arts and Culture, (2) Information Media and Communi","im","AlienExchangeVisitorType","im:AlienExchangeVisitorType",,,
"scr","AlienExchangeVisitor","scr:AlienExchangeVisitor",1,0,,,,"","scr","AlienExchangeVisitorType","scr:AlienExchangeVisitorType",,,
"scr","AlienExchangeVisitorAugmentation","scr:AlienExchangeVisitorAugmentation",1,0,,,,"","scr","AlienExchangeVisitorAugmentationType","scr:AlienExchangeVisitorAugmentationType",,,
"im","AlienExchangeVisitorProgram","im:AlienExchangeVisitorProgram",1,0,,,,"","im","ProgramType","im:ProgramType",,,
"im","AlienFamily","im:AlienFamily",1,0,,,,"","im","AlienFamilyType","im:AlienFamilyType",,,
"im","AlienFamilyMembers","im:AlienFamilyMembers",1,0,,,,"The persons related to an alien whether via a common ancestry or through legal event, i.e., a relationship through marriage or adoption.","im","AlienFamilyType","im:AlienFamilyType",,,
"im","AlienFelonCodeText","im:AlienFelonCodeText",1,0,,,,"A code indicating a felony type (i.e., D=Drugs, N=None, B=Both drug and other felon convictions, etc.).","u","TextType","u:TextType",,,
"im","AlienFelonDescriptionText","im:AlienFelonDescriptionText",1,0,,,,"A field indicating the description for the associated felony code.","u","TextType","u:TextType",,,
"im","AlienFile","im:AlienFile",1,0,,,,"A file containing detailed immigration information about an alien.","im","FileType","im:FileType",,,
"im","AlienIDDetails","im:AlienIDDetails",1,0,,,,"","im","AlienIDDetailsType","im:AlienIDDetailsType",,,
"im","AlienImmigrationStatus","im:AlienImmigrationStatus",1,0,,,,"A field indicating a description of an associated Immigrant status code ","im","ImmigrationStatusType","im:ImmigrationStatusType",,,
"im","AlienIncidentRoleCodeText","im:AlienIncidentRoleCodeText",1,0,,,,"A code indicating the role of the alien in the event.","u","TextType","u:TextType",,,
"im","AlienIncidentSequenceID","im:AlienIncidentSequenceID",1,0,,,,"A ten-digit number indicating the sequence number associated with an event involving an alien.","u","IDType","u:IDType",,,
"im","AlienJuvenileVerifiedIndicator","im:AlienJuvenileVerifiedIndicator",1,0,,,,"True if the aliens claim to be a juvenile is confirmed; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienKin","im:AlienKin",1,0,,,,"A person who is related to an alien.","im","AlienType","im:AlienType",,,
"im","AlienLocation","im:AlienLocation",1,0,,,,"The location of a Department of Homeland Security (DHS), Immigration and Customs Enforcement (ICE) office or site, alien, incident, offense or piece of property.","im","LocationType","im:LocationType",,,
"im","AlienLookoutIndicator","im:AlienLookoutIndicator",1,0,,,,"True if the encounter is with an enrolled alien who may be an aggravated felon, may be a suspected narcotics smuggler, has an active arrest warrant, or may be a national security risk; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienMandatoryDetentionIndicator","im:AlienMandatoryDetentionIndicator",1,0,,,,"True if detention is required for the alien; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienMatchCandidate","im:AlienMatchCandidate",1,0,,,,"The confirmation of a candidates biometric match with an encountered alien.","im","AlienMatchCandidateType","im:AlienMatchCandidateType",,,
"im","AlienMiscellaneousID","im:AlienMiscellaneousID",1,0,,,,"A field indicating another method in which to identify an alien.","u","TextType","u:TextType",,,
"im","AlienMiscellaneousIDCategoryCode","im:AlienMiscellaneousIDCategoryCode",1,0,,,,"A code indicating a type of miscellaneous number for an alien.","im","AlienMiscellaneousIDCategoryCodeType","im:AlienMiscellaneousIDCategoryCodeType",,,
"im","AlienMiscellaneousNumber","im:AlienMiscellaneousNumber",1,0,,,,"An identification number that can be used to identify an alien.","im","AlienMiscellaneousNumberIDType","im:AlienMiscellaneousNumberIDType",,,
"im","AlienMiscellaneousNumberID","im:AlienMiscellaneousNumberID",1,0,,,,"","im","AlienMiscellaneousNumberIDType","im:AlienMiscellaneousNumberIDType",,,
"im","AlienNonImmigrantStatus","im:AlienNonImmigrantStatus",1,0,,,,"A field indicating a description of an associated alien status code ","im","NonImmigrantStatusType","im:NonImmigrantStatusType",,,
"im","AlienNonImmigrantStatusCodeText","im:AlienNonImmigrantStatusCodeText",1,0,,,,"A code indicating the immigration status of an alien person.","u","TextType","u:TextType",,,
"im","AlienNumber","im:AlienNumber",1,0,,,,"A nine-digit number indicating a unique number assigned to an aliens file.","u","IDType","u:IDType",,,
"im","AlienPhotoIndicator","im:AlienPhotoIndicator",1,0,,,,"True if a photograph of the alien existed during encounter; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienPossessCreditCardIndicator","im:AlienPossessCreditCardIndicator",1,0,,,,"True if an alien possesses any credit cards; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienPossessSSNIndicator","im:AlienPossessSSNIndicator",1,0,,,,"True if the alien had a Social Security Card in possession at the time of encounter; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienPriorDeportationIndicator","im:AlienPriorDeportationIndicator",1,0,,,,"True if the alien has been deported before; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienRecidivistIndicator","im:AlienRecidivistIndicator",1,0,,,,"True if the encounter is with a non-criminal alien who has a tendency to slip back into previously recorded criminal activities; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienRecordFraudulentIndicator","im:AlienRecordFraudulentIndicator",1,0,,,,"True if the aliens identification papers are fraudulent; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienReligionCodeText","im:AlienReligionCodeText",1,0,,,,"A code indicating the religion of the alien person.","u","TextType","u:TextType",,,
"im","AlienResidencyCountryName","im:AlienResidencyCountryName",1,0,,,,"A field denoting the aliens country of residency.","u","TextType","u:TextType",,,
"im","AlienSmuggledCostAmount","im:AlienSmuggledCostAmount",1,0,,,,"A nine-digit number indicating the cost associated with smuggling an alien to the United States.","u","AmountType","u:AmountType",,,
"im","AlienSmuggledIndicator","im:AlienSmuggledIndicator",1,0,,,,"True if the alien has been smuggled to the United Stated; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","AlienSpecialClassCodeDescriptionText","im:AlienSpecialClassCodeDescriptionText",1,0,,,,"A field indicating the description for the associated special class code for alien person detention.","u","TextType","u:TextType",,,
"im","AlienSpecialClassCodeText","im:AlienSpecialClassCodeText",1,0,,,,"A code indicating an aliens persons special class category for detention purposes.","u","TextType","u:TextType",,,
"im","AlienSpouse","im:AlienSpouse",1,0,,,,"A person who is married to an alien.","im","AlienType","im:AlienType",,,
"scr","AlienStatusWhenFound","scr:AlienStatusWhenFound",1,0,,,,"A code identifying the classification of an aliens activity when apprehended during entry into the United States.","scr","AlienStatusWhenFoundType","scr:AlienStatusWhenFoundType",,,
"scr","AlienStatusWhenFoundCategoryCode","scr:AlienStatusWhenFoundCategoryCode",1,0,,,,"A code indicating the subjects activity or status when apprehended.","scr","EntryStatusFoundCategoryCodeType","scr:EntryStatusFoundCategoryCodeType",,,
"scr","AlienStatusWhenFoundDescriptionText","scr:AlienStatusWhenFoundDescriptionText",1,0,,,,"A field indicating the description for the associated entry status found code.","u","TextType","u:TextType",,,
"im","AlienStudent","im:AlienStudent",1,0,,,,"The enrollment in a U.S. school by an alien student.","im","AlienStudentType","im:AlienStudentType",,,
"im","AlienStudentAdmission","im:AlienStudentAdmission",1,0,,,,"An alien temporarily arriving in the United States to pursue a full course of study in an approved and or accredited program in either an academic, vocational, or other recognized nonacademic institution.","im","AlienStudentAdmissionType","im:AlienStudentAdmissionType",,,
"im","AlienStudentAuthorization","im:AlienStudentAuthorization",1,0,,,,"","im","AlienStudentAuthorizationType","im:AlienStudentAuthorizationType",,,
"im","AlienStudentAuthorizationToDropBelowFullTime","im:AlienStudentAuthorizationToDropBelowFullTime",1,0,,,,"","im","AlienStudentAuthorizationToDropBelowFullTimeType","im:AlienStudentAuthorizationToDropBelowFullTimeType",,,
"im","AlienStudentDisciplinaryAction","im:AlienStudentDisciplinaryAction",1,0,,,,"","im","AlienStudentDisciplinaryActionType","im:AlienStudentDisciplinaryActionType",,,
"im","AlienStudentEmployment","im:AlienStudentEmployment",1,0,,,,"","im","AlienStudentEmploymentType","im:AlienStudentEmploymentType",,,
"im","AlienStudentProgramExtensionRequest","im:AlienStudentProgramExtensionRequest",1,0,,,,"","im","AlienStudentProgramExtensionRequestType","im:AlienStudentProgramExtensionRequestType",,,
"im","AlienVoluntaryReturnIndicator","im:AlienVoluntaryReturnIndicator",1,0,,,,"True if the alien has a history of voluntarily returning to their home country prior to being deported; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","AmendedSentence","j:AmendedSentence",1,0,,,,"A new sentence term and conditions that replace a previous sentence.","j","SentenceType","j:SentenceType",,,
"c","Amount","c:Amount",1,0,,,,"A representation of an amount of money.","u","AmountType","u:AmountType",,,
"u","Amount","u:Amount",1,0,,,,"An amount of money.","u","AmountType","u:AmountType",,,
"em","AnesthesiaServiceCoverageStatusCode","em:AnesthesiaServiceCoverageStatusCode",1,0,,,,"The availability of anesthesia services.","have","AvailabilityStatusCodeType","have:AvailabilityStatusCodeType",,,
"u","AngularMinute","u:AngularMinute",1,0,,,,"A minute of a degree.","u","AngularMinuteType","u:AngularMinuteType",,,
"u","AngularSecond","u:AngularSecond",1,0,,,,"A second of a minute.","u","AngularSecondType","u:AngularSecondType",,,
"gs","AnyLandmarkAddress","gs:AnyLandmarkAddress",1,1,,,,"Place-holder in a schema to use a landmark address defined by the external ANSI address standard.",,,,"gs","Address","gs:Address"
"gs","AnyPostalAddress","gs:AnyPostalAddress",1,1,,,,"Place-holder in a schema to use a postal address defined by the external ANSI address standard.",,,,"gs","Address","gs:Address"
"gs","AnyThoroughfareAddress","gs:AnyThoroughfareAddress",1,1,,,,"Place-holder in a schema to use a thoroughfare address defined by the external ANSI address standard.",,,,"gs","Address","gs:Address"
"xls","AOI","xls:AOI",1,0,,,,"",,,,,,
"j","AppellateCase","j:AppellateCase",1,0,,,,"Details about a single case heard by the Court of Appeals (Intermediate Court of Appeal) or Supreme Court (The Court of Last Resort). This case does not retry the original case but determines whether the original case was tried properly and the defendant received a fair trial.","j","AppellateCaseType","j:AppellateCaseType",,,
"j","AppellateCaseBrief","j:AppellateCaseBrief",1,0,,,,"A document written by prosecution or defense summarizing why a lower court acted correctly or incorrectly.","u","DocumentType","u:DocumentType",,,
"j","AppellateCaseDecision","j:AppellateCaseDecision",1,0,,,,"A statement by a judge or court of a decision reached in regard to an appeal. This may be an opinion or an order.","j","AppellateCaseDecisionType","j:AppellateCaseDecisionType",,,
"j","AppellateCaseDecisionCategoryText","j:AppellateCaseDecisionCategoryText",1,0,,,,"A type of appellate case decision made, e.g., opinion, order.","u","TextType","u:TextType",,,
"j","AppellateCaseDecisionDate","j:AppellateCaseDecisionDate",1,0,,,,"A date that an issuing judge signs an Opinion or issues an Order.","u","DateType","u:DateType",,,
"j","AppellateCaseDecisionDescriptionText","j:AppellateCaseDecisionDescriptionText",1,0,,,,"A description of an appellate case decision.","u","TextType","u:TextType",,,
"j","AppellateCaseDecisionID","j:AppellateCaseDecisionID",1,0,,,,"An identifier of an appellate case decision.","j","IDType","j:IDType",,,
"j","AppellateCaseDecisionIssuingJudge","j:AppellateCaseDecisionIssuingJudge",1,0,,,,"A judge that issues, orders, or authors an appellate case decision.","j","JudicialOfficialType","j:JudicialOfficialType",,,
"j","AppellateCaseDecisionName","j:AppellateCaseDecisionName",1,0,,,,"A name of an opinion or order that is a result of an appellate case decision.","u","TextType","u:TextType",,,
"j","AppellateCaseDecisionOpinionIndicator","j:AppellateCaseDecisionOpinionIndicator",1,0,,,,"True if an appellate case decision refers to an opinion issued; false if it refers to an order issued.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","AppellateCaseDecisionPrecedenceIndicator","j:AppellateCaseDecisionPrecedenceIndicator",1,0,,,,"True if an appellate case decision opinion or order is worthy of setting an example or justification for a later decision; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","AppellateCaseDecisionReliefEffectiveDate","j:AppellateCaseDecisionReliefEffectiveDate",1,0,,,,"A date relief is to be made to a person as stated in an appellate case decision.","u","DateType","u:DateType",,,
"j","AppellateCaseDecisionReliefIndicator","j:AppellateCaseDecisionReliefIndicator",1,0,,,,"True if an appellate case decision states any relief assistance be provided to a defendant; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","AppellateCaseDecisionText","j:AppellateCaseDecisionText",1,0,,,,"A decision of the appellate court about a case. For example, Reaffirment, Dismissal, Order Opinion, etc.","u","TextType","u:TextType",,,
"j","AppellateCaseJudgePanel","j:AppellateCaseJudgePanel",1,0,,,,"A panel of judges presiding over an appellate case. Normally there are three appellate judges, but there may be the entire membership of the Court of Appeals or Supreme Court.","j","JudgePanelType","j:JudgePanelType",,,
"j","AppellateCaseNotice","j:AppellateCaseNotice",1,0,,,,"A request filed with an appellate court to start an appellate case. Sometimes referred to as a Notice of Appeal.","j","AppellateCaseNoticeType","j:AppellateCaseNoticeType",,,
"j","AppellateCaseNoticeDefendantActor","j:AppellateCaseNoticeDefendantActor",1,1,,,,"An entity that was originally tried in a case.",,,,,,
"j","AppellateCaseNoticeDefendantActorOrganization","j:AppellateCaseNoticeDefendantActorOrganization",1,0,,,,"An entity that was originally tried in a case.","j","OrganizationType","j:OrganizationType","j","AppellateCaseNoticeDefendantActor","j:AppellateCaseNoticeDefendantActor"
"j","AppellateCaseNoticeDefendantActorPerson","j:AppellateCaseNoticeDefendantActorPerson",1,0,,,,"An entity that was originally tried in a case.","j","PersonType","j:PersonType","j","AppellateCaseNoticeDefendantActor","j:AppellateCaseNoticeDefendantActor"
"j","AppellateCaseNoticeDefendantActorProperty","j:AppellateCaseNoticeDefendantActorProperty",1,0,,,,"An entity that was originally tried in a case.","j","PropertyType","j:PropertyType","j","AppellateCaseNoticeDefendantActor","j:AppellateCaseNoticeDefendantActor"
"j","AppellateCaseNoticeDefendingAgency","j:AppellateCaseNoticeDefendingAgency",1,0,,,,"A firm reported in an appellate case notice that originally defended a case.","j","OrganizationType","j:OrganizationType",,,
"j","AppellateCaseNoticeFilingCourt","j:AppellateCaseNoticeFilingCourt",1,0,,,,"A court where a notice of appeal is filed in hopes of being reviewed by an appellate court","j","CourtType","j:CourtType",,,
"j","AppellateCaseNoticeOriginalCourt","j:AppellateCaseNoticeOriginalCourt",1,0,,,,"A court where a case was originally tried.","j","CourtType","j:CourtType",,,
"j","AppellateCaseNoticeProsecutingAgency","j:AppellateCaseNoticeProsecutingAgency",1,0,,,,"A firm reported in an appellate case notice that originally tried a case.","j","OrganizationType","j:OrganizationType",,,
"j","AppellateCaseNoticeProsecutingAttorney","j:AppellateCaseNoticeProsecutingAttorney",1,0,,,,"An attorney reported in an appellate case notice that originally tried a case.","j","JudicialOfficialType","j:JudicialOfficialType",,,
"j","AppellateCaseNoticeReasonText","j:AppellateCaseNoticeReasonText",1,0,,,,"A statement explaining the reason for an appeal. ","u","TextType","u:TextType",,,
"j","AppellateCaseOriginalCase","j:AppellateCaseOriginalCase",1,0,,,,"An original case that is being retried in an appellate court.","j","CaseType","j:CaseType",,,
"j","AppellateCaseRelatedCase","j:AppellateCaseRelatedCase",1,0,,,,"A case related to a case being tried in an appellate court.","j","CaseType","j:CaseType",,,
"j","AppellateCaseSanction","j:AppellateCaseSanction",1,0,,,,"A sanction ordered for a subject by a judge or a supervising agency as a result of a disposition of a charge.","j","SanctionType","j:SanctionType",,,
"c","ApplicationName","c:ApplicationName",1,0,,,,"An application used to create and display a document.","c","ApplicationNameType","c:ApplicationNameType",,,
"scr","ApplicationStatusReason","scr:ApplicationStatusReason",1,0,,,,"An explanation of the BENEFIT APPLICATION status.","u","TextType","u:TextType",,,
"c","applicationVersionText","c:applicationVersionText",0,0,,,,"A version of an application.","xsd","string","xsd:string",,,
"gml","ArcByCenterPoint","gml:ArcByCenterPoint",1,0,,,,"",,,,,,
"gs","ArcByCenterPoint","gs:ArcByCenterPoint",1,0,,,,"A 2D arc defined by its center point, radius, and bearings at start and end.","gs","ArcByCenterPointType","gs:ArcByCenterPointType","gs","Location","gs:Location"
"c","Area","c:Area",1,0,,,,"Details about the boundaries of a geographic area of location.","c","AreaType","c:AreaType",,,
"c","AreaCircularRegion","c:AreaCircularRegion",1,0,,,,"A circular area described by the center and the radius of the circle.","c","CircularRegionType","c:CircularRegionType",,,
"c","AreaCircularText","c:AreaCircularText",1,0,,,,"A description of a circular area.","u","TextType","u:TextType",,,
"c","AreaDescriptionText","c:AreaDescriptionText",1,0,,,,"A description of an area.","u","TextType","u:TextType",,,
"c","AreaGeographicCodeText","c:AreaGeographicCodeText",1,0,,,,"Any local or map-specific geographically-based code to describe an area.","u","TextType","u:TextType",,,
"gs","AreaOfInterest","gs:AreaOfInterest",1,0,,,,"An Area of Interest as defined by a named circle, bounding box, or polygon, used in OGC Open Location Services.","gs","AreaOfInterestType","gs:AreaOfInterestType","gs","Location","gs:Location"
"c","AreaPolygonGeographicCoordinate","c:AreaPolygonGeographicCoordinate",1,0,,,,"A coordinate of a point or vertex on a polygon.","u","GeographicCoordinateType","u:GeographicCoordinateType",,,
"c","AreaPolygonText","c:AreaPolygonText",1,0,,,,"A description of a geographic polygon.","u","TextType","u:TextType",,,
"scr","ArmedIndicator","scr:ArmedIndicator",1,0,,,,"An indicator indicating whether weapons were within functional access or were actually used during an ENFORCEMENT ENCOUNTER.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","Arrest","j:Arrest",1,0,,,,"Details about the apprehension of a subject by a peace official based on an observed or a reported violation of a law or ordinance, an outstanding arrest warrant, or probable cause information. ","j","ArrestType","j:ArrestType",,,
"scr","Arrest","scr:Arrest",1,0,,,,"A PERSON ENCOUNTER resulting in the person taken into custody by a legal authority.","scr","ArrestType","scr:ArrestType","j","Arrest","j:Arrest"
"j","ArrestAgency","j:ArrestAgency",1,0,,,,"An agency which employs the arresting official.","j","OrganizationType","j:OrganizationType",,,
"j","ArrestAgencyRecordID","j:ArrestAgencyRecordID",1,0,,,,"A records management system number of the originating case agency for an arrest. This may be the booking number or the Records Management System number. Sometimes referred to as Originating Case Agency (OCA) number.","j","IDType","j:IDType",,,
"j","ArrestApprehensionDetentionOrder","j:ArrestApprehensionDetentionOrder",1,0,,,,"An order issued by a judge or the  Department of Corrections to arrest a subject for technical violation of probation, parole, supervised release or institution status.","j","CourtOrderType","j:CourtOrderType",,,
"j","ArrestArraignmentDate","j:ArrestArraignmentDate",1,0,,,,"A date a subject is due to appear in court after an arrest to answer the charges filed.","u","DateType","u:DateType",,,
"j","ArrestArraignmentTime","j:ArrestArraignmentTime",1,0,,,,"A time a subject is due to appear in court after an arrest to answer the charges filed.","niem-xsd","time","niem-xsd:time",,,
"scr","ArrestAugmentation","scr:ArrestAugmentation",1,0,,,,,"scr","ArrestAugmentationType","scr:ArrestAugmentationType",,,
"j","ArrestBailRecommendationText","j:ArrestBailRecommendationText",1,0,,,,"A bail amount on a schedule recommended according to the offense(s).","u","TextType","u:TextType",,,
"j","ArrestBloodAlcoholContentNumberText","j:ArrestBloodAlcoholContentNumberText",1,0,,,,"A blood-alcohol percentage reading from a Blood Alcohol Test (BAC Test). A blank value represents &quot;not tested&quot;.","u","TextType","u:TextType",,,
"j","ArrestCategoryCode","j:ArrestCategoryCode",1,0,,,,"A code identifying a type of arrest that occurred.","nibrs","ArrestCategoryCodeType","nibrs:ArrestCategoryCodeType",,,
"j","ArrestCharge","j:ArrestCharge",1,0,,,,"A formal allegation of a violation of a statute and/or ordinance in association with an arrest.","j","ChargeType","j:ChargeType",,,
"j","ArrestIntoxicantInvolvedIndicator","j:ArrestIntoxicantInvolvedIndicator",1,0,,,,"True if drugs or alcohol were involved in an arrest; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","ArrestInvolvedOrganization","j:ArrestInvolvedOrganization",1,0,,,,"An organization associated with an arrest.","j","OrganizationType","j:OrganizationType",,,
"j","ArrestInvolvedProperty","j:ArrestInvolvedProperty",1,0,,,,"A piece of property associated with an arrest.","j","PropertyType","j:PropertyType",,,
"j","ArrestInvolvedWeapon","j:ArrestInvolvedWeapon",1,0,,,,"A description of a weapon associated with an arrested subject.","j","PropertyType","j:PropertyType",,,
"j","ArrestLocation","j:ArrestLocation",1,0,,,,"A location where a subject was arrested.","u","LocationType","u:LocationType",,,
"im","ArrestMethod","im:ArrestMethod",1,0,,,,"The classification of the manner of arrest. ","im","ArrestMethodType","im:ArrestMethodType",,,
"scr","ArrestMethod","scr:ArrestMethod",1,0,,,,"A classification of the manner of ARREST","scr","ArrestMethodType","scr:ArrestMethodType",,,
"im","ArrestMethodCode","im:ArrestMethodCode",1,0,,,,"A code identifying the ARREST METHOD TYPE","im","ArrestMethodCodeType","im:ArrestMethodCodeType",,,
"scr","ArrestMethodCode","scr:ArrestMethodCode",1,0,,,,"A code identifying the ARREST METHOD TYPE","scr","ArrestMethodCategoryCodeType","scr:ArrestMethodCategoryCodeType",,,
"im","ArrestMethodDescriptionText","im:ArrestMethodDescriptionText",1,0,,,,"The text that describes the ARREST METHOD TYPE","u","TextType","u:TextType",,,
"scr","ArrestMethodDescriptionText","scr:ArrestMethodDescriptionText",1,0,,,,"The text that describes the ARREST METHOD TYPE","u","TextType","u:TextType",,,
"j","ArrestOfficial","j:ArrestOfficial",1,0,,,,"A peace official who makes an arrest.","j","EnforcementOfficialType","j:EnforcementOfficialType",,,
"j","ArrestProbableCauseText","j:ArrestProbableCauseText",1,0,,,,"An observed or reported violation of a law or ordinance, which can be a sufficient cause to arrest a subject.","u","TextType","u:TextType",,,
"j","ArrestRelease","j:ArrestRelease",1,0,,,,"Details about a release of a subject from an arrest.","c","ReleaseType","c:ReleaseType",,,
"j","ArrestResistedIndicator","j:ArrestResistedIndicator",1,0,,,,"True if a subject resisted arrest; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","ArrestSequenceID","j:ArrestSequenceID",1,0,,,,"A sequential number assigned to the arrest of a subject.","j","IDType","j:IDType",,,
"j","ArrestSubject","j:ArrestSubject",1,0,,,,"A person who is arrested.","j","SubjectType","j:SubjectType",,,
"j","ArrestSubjectCountCode","j:ArrestSubjectCountCode",1,0,,,,"A code identifying whether or not to count or score an arrested subject in a system to avoid duplicate counts in the event that the subject may be a part of multiple arrests.","nibrs","MultipleArresteeSegmentsCodeType","nibrs:MultipleArresteeSegmentsCodeType",,,
"j","ArrestSubjectCustodyTransfer","j:ArrestSubjectCustodyTransfer",1,0,,,,"A transfer of custody or transportation of a subject from one peace official or location to another.","j","CustodyTransferType","j:CustodyTransferType",,,
"j","ArrestSubjectRightsReadIndicator","j:ArrestSubjectRightsReadIndicator",1,0,,,,"True if a person&apos;s legal rights (Miranda Rights) were read to a subject during an arrest; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","ArrestSubjectRightsReadResponseText","j:ArrestSubjectRightsReadResponseText",1,0,,,,"A subject&apos;s response after legal rights were read, e.g., invoked, waived, confessed, requested attorney.","u","TextType","u:TextType",,,
"j","ArrestSummonsIndicator","j:ArrestSummonsIndicator",1,0,,,,"True if an arrest occurred due to a summons; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"im","ArrestTime","im:ArrestTime",1,0,,,,"The time on which an arrest occured","niem-xsd","time","niem-xsd:time",,,
"scr","ArrestTime","scr:ArrestTime",1,0,,,,"The time an ARREST occurred","niem-xsd","time","niem-xsd:time",,,
"j","ArrestWarrant","j:ArrestWarrant",1,0,,,,"A court authorized order which commands a peace official to arrest a subject and bring that subject before the court.","j","WarrantType","j:WarrantType",,,
"it","Arrival","it:Arrival",1,0,,,,"","it","ArrivalType","it:ArrivalType",,,
"scr","Arrival","scr:Arrival",1,0,,,,"A PERSON CROSSING representing the entry of the person in the United States","scr","ArrivalType","scr:ArrivalType",,,
"ip","ArrivalAirport","ip:ArrivalAirport",1,0,,,,"Destination Airport of the flight","ip","AirportType","ip:AirportType",,,
"it","ArrivalConveyanceFacility","it:ArrivalConveyanceFacility",1,0,,,,"A terminal, warehouse, or yard where a means of transport arrives.","c","FacilityType","c:FacilityType",,,
"em","ArrivalDateTime","em:ArrivalDateTime",1,0,,,,"The date and time that a resource arrived at the route location.  Used for resource en route tracking","niem-xsd","dateTime","niem-xsd:dateTime",,,
"em","ArrivalLocation","em:ArrivalLocation",1,0,,,,"A textual description of the location where the specified resource has arrived at dateTime of the resource message when transported to or from an Incident.  Uses the &quot;Location&quot; message elements to specify the &quot;Place of Arrival&quot;","em","LocationType","em:LocationType",,,
"it","ArrivalLocation","it:ArrivalLocation",1,0,,,,"A location of arrival.","c","LocationType","c:LocationType",,,
"it","ArrivalTransportMeans","it:ArrivalTransportMeans",1,0,,,,"A means of transport used in the arrival.","it","TransportMeansType","it:TransportMeansType",,,
"scr","AssaultIndicator","scr:AssaultIndicator",1,0,,,,"A indicator indicating whether any threatening actions, verbal or physical violence occurred during the ENFORCEMENT ENCOUNTER&gt;","niem-xsd","boolean","niem-xsd:boolean",,,
"c","Assessment","c:Assessment",1,0,,,,"Details about an evaluation or an assessment of a subject. For example, gambling, psychological, chemical dependency, psycho-sexual, etc. Evaluations are frequently done in the context of pre-plea and pre-sentencing investigations (PSI).","c","AssessmentType","c:AssessmentType",,,
"c","AssessmentAdministrator","c:AssessmentAdministrator",1,1,,,,"An entity performing an assessment and evaluating a subject.",,,,,,
"c","AssessmentAdministratorOrganization","c:AssessmentAdministratorOrganization",1,0,,,,"An entity performing an assessment and evaluating a subject.","c","OrganizationType","c:OrganizationType","c","AssessmentAdministrator","c:AssessmentAdministrator"
"c","AssessmentAdministratorPerson","c:AssessmentAdministratorPerson",1,0,,,,"An entity performing an assessment and evaluating a subject.","c","PersonType","c:PersonType","c","AssessmentAdministrator","c:AssessmentAdministrator"
"c","AssessmentBillRecipient","c:AssessmentBillRecipient",1,1,,,,"An entity billed for an assessment.",,,,,,
"c","AssessmentBillRecipientOrganization","c:AssessmentBillRecipientOrganization",1,0,,,,"An entity billed for an assessment.","c","OrganizationType","c:OrganizationType","c","AssessmentBillRecipient","c:AssessmentBillRecipient"
"c","AssessmentBillRecipientPerson","c:AssessmentBillRecipientPerson",1,0,,,,"An entity billed for an assessment.","c","PersonType","c:PersonType","c","AssessmentBillRecipient","c:AssessmentBillRecipient"
"c","AssessmentFee","c:AssessmentFee",1,0,,,,"An amount of money charged to conduct an assessment.","c","FinancialObligationType","c:FinancialObligationType",,,
