"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition","SequenceNumber"
"j","CrashInformationSourceType","j:CrashInformationSourceType","j","InformationSourceCategoryCode","j:InformationSourceCategoryCode","0","unbounded",,180
"j","CrashInformationSourceType","j:CrashInformationSourceType","j","OrganizationORIID","j:OrganizationORIID","0","unbounded",,190
"j","CrashInjuryAugmentationType","j:CrashInjuryAugmentationType","j","PersonInjurySeverityCode","j:PersonInjurySeverityCode","0","unbounded",,680
"j","CrashInjuryAugmentationType","j:CrashInjuryAugmentationType","j","PersonInjuryLocationCode","j:PersonInjuryLocationCode","0","unbounded",,690
"j","CrashInjuryType","j:CrashInjuryType","j","CrashInjuryAugmentation","j:CrashInjuryAugmentation","0","unbounded",,10
"j","CrashLocationAugmentationType","j:CrashLocationAugmentationType","j","LocationRoadway","j:LocationRoadway","0","unbounded",,170
"j","CrashLocationType","j:CrashLocationType","j","CrashLocationAugmentation","j:CrashLocationAugmentation","0","unbounded",,10
"j","CrashNonMotoristType","j:CrashNonMotoristType","u","RoleOfPerson","u:RoleOfPerson","0","unbounded",,5
"j","CrashNonMotoristType","j:CrashNonMotoristType","j","NonMotoristCategoryCode","j:NonMotoristCategoryCode","0","unbounded",,870
"j","CrashNonMotoristType","j:CrashNonMotoristType","j","NonMotoristActionBeforeCrashCode","j:NonMotoristActionBeforeCrashCode","0","unbounded",,880
"j","CrashNonMotoristType","j:CrashNonMotoristType","j","NonMotoristContributingCircumstancesCode","j:NonMotoristContributingCircumstancesCode","0","unbounded",,890
"j","CrashNonMotoristType","j:CrashNonMotoristType","j","NonMotoristConditionCode","j:NonMotoristConditionCode","0","unbounded",,900
"j","CrashNonMotoristType","j:CrashNonMotoristType","j","NonMotoristLocationCode","j:NonMotoristLocationCode","0","unbounded",,910
"j","CrashNonMotoristType","j:CrashNonMotoristType","j","NonMotoristSafetyEquipmentCode","j:NonMotoristSafetyEquipmentCode","0","unbounded",,920
"j","CrashNonMotoristType","j:CrashNonMotoristType","j","NonmotoristStrikingVehicle","j:NonmotoristStrikingVehicle","0","unbounded",,930
"j","CrashPassengerType","j:CrashPassengerType","u","RoleOfPerson","u:RoleOfPerson","0","unbounded",,5
"j","CrashPersonEMSTransportationType","j:CrashPersonEMSTransportationType","j","EMSAgency","j:EMSAgency","0","unbounded",,60
"j","CrashPersonType","j:CrashPersonType","u","RoleOfPerson","u:RoleOfPerson","0","unbounded",,5
"j","CrashPersonType","j:CrashPersonType","j","CrashPersonEMSTransportation","j:CrashPersonEMSTransportation","0","unbounded",,50
"j","CrashPersonType","j:CrashPersonType","j","CrashPersonInjury","j:CrashPersonInjury","0","unbounded",,550
"j","CrashPersonType","j:CrashPersonType","j","AlcoholInvolvementSuspicionCode","j:AlcoholInvolvementSuspicionCode","0","unbounded",,560
"j","CrashPersonType","j:CrashPersonType","j","AlcoholTestStatusCode","j:AlcoholTestStatusCode","0","unbounded",,570
"j","CrashPersonType","j:CrashPersonType","j","AlcoholTestCategoryCode","j:AlcoholTestCategoryCode","0","unbounded",,580
"j","CrashPersonType","j:CrashPersonType","j","AlcoholTestResultCode","j:AlcoholTestResultCode","0","unbounded",,590
"j","CrashPersonType","j:CrashPersonType","j","AlcoholTestResultQuantity","j:AlcoholTestResultQuantity","0","unbounded",,600
"j","CrashPersonType","j:CrashPersonType","j","DrugInvolvementSuspicionCode","j:DrugInvolvementSuspicionCode","0","unbounded",,610
"j","CrashPersonType","j:CrashPersonType","j","DrugTestStatusCode","j:DrugTestStatusCode","0","unbounded",,620
"j","CrashPersonType","j:CrashPersonType","j","DrugTestCategoryCode","j:DrugTestCategoryCode","0","unbounded",,630
"j","CrashPersonType","j:CrashPersonType","j","DrugTestResultCode","j:DrugTestResultCode","0","unbounded",,640
"j","CrashPersonType","j:CrashPersonType","j","InjuredTransportationSourceCode","j:InjuredTransportationSourceCode","0","unbounded",,650
"j","CrashPersonType","j:CrashPersonType","j","EmergencyMedicalServiceCall","j:EmergencyMedicalServiceCall","0","unbounded",,660
"j","CrashPersonType","j:CrashPersonType","j","PatientMedicalFacility","j:PatientMedicalFacility","0","unbounded",,670
"j","CrashType","j:CrashType","j","IncidentLocation","j:IncidentLocation","0","unbounded",,10
"j","CrashType","j:CrashType","j","CrashServiceCall","j:CrashServiceCall","0","unbounded",,15
"j","CrashType","j:CrashType","j","CrashFirstHarmfulEventCode","j:CrashFirstHarmfulEventCode","0","unbounded",,20
"j","CrashType","j:CrashType","j","CrashFirstHarmfulEventLocationCode","j:CrashFirstHarmfulEventLocationCode","0","unbounded",,30
"j","CrashType","j:CrashType","j","CrashMannerCode","j:CrashMannerCode","0","unbounded",,40
"j","CrashType","j:CrashType","j","CrashInformationSource","j:CrashInformationSource","0","unbounded",,50
"j","CrashType","j:CrashType","j","CrashWeatherConditionCode","j:CrashWeatherConditionCode","0","unbounded",,60
"j","CrashType","j:CrashType","j","CrashLightConditionCode","j:CrashLightConditionCode","0","unbounded",,70
"j","CrashType","j:CrashType","j","CrashRoadSurfaceConditionCode","j:CrashRoadSurfaceConditionCode","0","unbounded",,80
"j","CrashType","j:CrashType","j","CrashEnvironmentContributingCircumstancesCode","j:CrashEnvironmentContributingCircumstancesCode","0","unbounded",,90
"j","CrashType","j:CrashType","j","CrashRoadContributingCircumstancesCode","j:CrashRoadContributingCircumstancesCode","0","unbounded",,100
"j","CrashType","j:CrashType","j","CrashJunctionRelationCode","j:CrashJunctionRelationCode","0","unbounded",,110
"j","CrashType","j:CrashType","j","CrashSchoolBusRelatedCode","j:CrashSchoolBusRelatedCode","0","unbounded",,120
"j","CrashType","j:CrashType","j","CrashWorkZone","j:CrashWorkZone","0","unbounded",,130
"j","CrashType","j:CrashType","j","CrashVehicle","j:CrashVehicle","0","unbounded",,140
"j","CrashType","j:CrashType","j","CrashNonMotorist","j:CrashNonMotorist","0","unbounded",,150
"j","CrashType","j:CrashType","j","CrashPerson","j:CrashPerson","0","unbounded",,160
"j","CrashVehicleOccupantType","j:CrashVehicleOccupantType","u","RoleOfPerson","u:RoleOfPerson","0","unbounded",,5
"j","CrashVehicleOccupantType","j:CrashVehicleOccupantType","j","OccupantSeatRowCode","j:OccupantSeatRowCode","0","unbounded",,700
"j","CrashVehicleOccupantType","j:CrashVehicleOccupantType","j","OccupantSeatCode","j:OccupantSeatCode","0","unbounded",,710
"j","CrashVehicleOccupantType","j:CrashVehicleOccupantType","j","OccupantSeatOtherLocationCode","j:OccupantSeatOtherLocationCode","0","unbounded",,720
"j","CrashVehicleOccupantType","j:CrashVehicleOccupantType","j","OccupantProtectionSystemUseCode","j:OccupantProtectionSystemUseCode","0","unbounded",,730
"j","CrashVehicleOccupantType","j:CrashVehicleOccupantType","j","OccupantAirBagDeployedCode","j:OccupantAirBagDeployedCode","0","unbounded",,740
"j","CrashVehicleOccupantType","j:CrashVehicleOccupantType","j","OccupantEjectionCode","j:OccupantEjectionCode","0","unbounded",,750
"j","CrashVehicleType","j:CrashVehicleType","u","RoleOfProperty","u:RoleOfProperty","0","unbounded",,5
"j","CrashVehicleType","j:CrashVehicleType","j","VehicleTrafficControlDeviceOperationalIndicator","j:VehicleTrafficControlDeviceOperationalIndicator","0","unbounded",,20
"j","CrashVehicleType","j:CrashVehicleType","j","HazMatPlacardDisplayedCode","j:HazMatPlacardDisplayedCode","0","unbounded",,30
"j","CrashVehicleType","j:CrashVehicleType","j","CrashVehicleCategoryCode","j:CrashVehicleCategoryCode","0","unbounded",,240
"j","CrashVehicleType","j:CrashVehicleType","j","VehicleBodyCategoryCode","j:VehicleBodyCategoryCode","0","unbounded",,250
"j","CrashVehicleType","j:CrashVehicleType","j","CrashVehicleOccupantsQuantity","j:CrashVehicleOccupantsQuantity","0","unbounded",,260
"j","CrashVehicleType","j:CrashVehicleType","j","VehicleUseCode","j:VehicleUseCode","0","unbounded",,270
"j","CrashVehicleType","j:CrashVehicleType","j","CrashVehicleEmergencyUseIndicationCode","j:CrashVehicleEmergencyUseIndicationCode","0","unbounded",,280
"j","CrashVehicleType","j:CrashVehicleType","j","CrashVehicleLegalSpeedRate","j:CrashVehicleLegalSpeedRate","0","unbounded",,290
"j","CrashVehicleType","j:CrashVehicleType","j","CrashVehicleLegalSpeedCode","j:CrashVehicleLegalSpeedCode","0","unbounded",,300
"j","CrashVehicleType","j:CrashVehicleType","j","TravelDirectionBeforeCrashCode","j:TravelDirectionBeforeCrashCode","0","unbounded",,310
"j","CrashVehicleType","j:CrashVehicleType","j","VehicleTrafficControlDeviceCategoryCode","j:VehicleTrafficControlDeviceCategoryCode","0","unbounded",,320
"j","CrashVehicleType","j:CrashVehicleType","j","VehicleTrafficControlDeviceWorkingIndicator","j:VehicleTrafficControlDeviceWorkingIndicator","0","unbounded",,330
"j","CrashVehicleType","j:CrashVehicleType","j","ManeuverCode","j:ManeuverCode","0","unbounded",,340
"j","CrashVehicleType","j:CrashVehicleType","j","InitialImpactAreaCode","j:InitialImpactAreaCode","0","unbounded",,350
"j","CrashVehicleType","j:CrashVehicleType","j","MostDamagedAreaCode","j:MostDamagedAreaCode","0","unbounded",,360
"j","CrashVehicleType","j:CrashVehicleType","j","EventSequenceCode","j:EventSequenceCode","0","unbounded",,370
"j","CrashVehicleType","j:CrashVehicleType","j","MostHarmfulEventCode","j:MostHarmfulEventCode","0","unbounded",,380
"j","CrashVehicleType","j:CrashVehicleType","j","UnderrideOverrideCode","j:UnderrideOverrideCode","0","unbounded",,390
"j","CrashVehicleType","j:CrashVehicleType","j","HitAndRunCode","j:HitAndRunCode","0","unbounded",,400
"j","CrashVehicleType","j:CrashVehicleType","j","VehicleDamageExtentCode","j:VehicleDamageExtentCode","0","unbounded",,410
"j","CrashVehicleType","j:CrashVehicleType","j","VehicleContributingCircumstancesCode","j:VehicleContributingCircumstancesCode","0","unbounded",,420
"j","CrashVehicleType","j:CrashVehicleType","j","CommercialCarrierUSDOTNumber","j:CommercialCarrierUSDOTNumber","0","unbounded",,430
"j","CrashVehicleType","j:CrashVehicleType","j","CommercialCarrierStateID","j:CommercialCarrierStateID","0","unbounded",,440
"j","CrashVehicleType","j:CrashVehicleType","j","CommercialVehicleConfigurationCode","j:CommercialVehicleConfigurationCode","0","unbounded",,450
"j","CrashVehicleType","j:CrashVehicleType","j","VehicleCargoBodyCategoryCode","j:VehicleCargoBodyCategoryCode","0","unbounded",,460
"j","CrashVehicleType","j:CrashVehicleType","j","HazMatPlacardIndicationCode","j:HazMatPlacardIndicationCode","0","unbounded",,470
"j","CrashVehicleType","j:CrashVehicleType","j","HazMatPlacardNumberText","j:HazMatPlacardNumberText","0","unbounded",,480
"j","CrashVehicleType","j:CrashVehicleType","j","HazMatPlacardSuffixText","j:HazMatPlacardSuffixText","0","unbounded",,490
"j","CrashVehicleType","j:CrashVehicleType","j","HazMatCargoReleaseCode","j:HazMatCargoReleaseCode","0","unbounded",,500
"j","CrashVehicleType","j:CrashVehicleType","j","CrashDriver","j:CrashDriver","0","unbounded",,510
"j","CrashVehicleType","j:CrashVehicleType","j","CrashPassenger","j:CrashPassenger","0","unbounded",,520
"j","CrashVehicleType","j:CrashVehicleType","j","CrashVehicleOccupant","j:CrashVehicleOccupant","0","unbounded",,530
"j","CrashVehicleType","j:CrashVehicleType","j","LocationRoadway","j:LocationRoadway","0","unbounded",,540
"j","CrashWorkZoneType","j:CrashWorkZoneType","j","CrashWorkZoneIndicationCode","j:CrashWorkZoneIndicationCode","0","unbounded",,200
"j","CrashWorkZoneType","j:CrashWorkZoneType","j","WorkZoneCrashLocationCode","j:WorkZoneCrashLocationCode","0","unbounded",,210
"j","CrashWorkZoneType","j:CrashWorkZoneType","j","WorkZoneCategoryCode","j:WorkZoneCategoryCode","0","unbounded",,220
"j","CrashWorkZoneType","j:CrashWorkZoneType","j","WorkZoneWorkersPresenceIndicationCode","j:WorkZoneWorkersPresenceIndicationCode","0","unbounded",,230
"j","CriminalOrganizationType","j:CriminalOrganizationType","u","RoleOfOrganization","u:RoleOfOrganization","0","unbounded",,5
"j","CriminalOrganizationType","j:CriminalOrganizationType","j","CriminalOrganizationCautionText","j:CriminalOrganizationCautionText","0","unbounded",,10
"j","CriminalOrganizationType","j:CriminalOrganizationType","j","CriminalOrganizationMembershipHighQuantityText","j:CriminalOrganizationMembershipHighQuantityText","0","unbounded",,20
"j","CriminalOrganizationType","j:CriminalOrganizationType","j","CriminalOrganizationMembershipInitiationText","j:CriminalOrganizationMembershipInitiationText","0","unbounded",,30
"j","CriminalOrganizationType","j:CriminalOrganizationType","j","CriminalOrganizationMembershipLowQuantityText","j:CriminalOrganizationMembershipLowQuantityText","0","unbounded",,40
"j","CriminalOrganizationType","j:CriminalOrganizationType","j","CriminalOrganizationNCICID","j:CriminalOrganizationNCICID","0","unbounded",,50
"j","CriminalOrganizationType","j:CriminalOrganizationType","j","CriminalOrganizationObjectiveText","j:CriminalOrganizationObjectiveText","0","unbounded",,60
"j","CriminalOrganizationType","j:CriminalOrganizationType","j","CriminalOrganizationTraitDetails","j:CriminalOrganizationTraitDetails","0","unbounded",,70
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitAction","j:CriminalTraitAction","0","unbounded",,10
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitActivityDescriptionText","j:CriminalTraitActivityDescriptionText","0","unbounded",,20
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitColorText","j:CriminalTraitColorText","0","unbounded",,30
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitCommunicationDescriptionText","j:CriminalTraitCommunicationDescriptionText","0","unbounded",,40
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitDescriptionText","j:CriminalTraitDescriptionText","0","unbounded",,50
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitDressText","j:CriminalTraitDressText","0","unbounded",,60
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitEthnicity","j:CriminalTraitEthnicity","0","unbounded",,70
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitGraffitiDescriptionText","j:CriminalTraitGraffitiDescriptionText","0","unbounded",,90
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitGraffitiImage","j:CriminalTraitGraffitiImage","0","unbounded",,100
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitHandSignalText","j:CriminalTraitHandSignalText","0","unbounded",,110
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitModusOperandiText","j:CriminalTraitModusOperandiText","0","unbounded",,120
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitTargetDescriptionText","j:CriminalTraitTargetDescriptionText","0","unbounded",,130
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitTattooDescriptionText","j:CriminalTraitTattooDescriptionText","0","unbounded",,140
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitTattooImage","j:CriminalTraitTattooImage","0","unbounded",,150
"j","CriminalTraitDetailsType","j:CriminalTraitDetailsType","j","CriminalTraitTurfText","j:CriminalTraitTurfText","0","unbounded",,160
"c","CrossStreetType","c:CrossStreetType","c","Street","c:Street","0","unbounded",,10
"c","CrossStreetType","c:CrossStreetType","c","CrossStreetDescriptionText","c:CrossStreetDescriptionText","0","unbounded",,20
"c","CrossStreetType","c:CrossStreetType","c","CrossStreetRelativeLocation","c:CrossStreetRelativeLocation","0","unbounded",,30
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferActionText","j:CustodyTransferActionText","0","unbounded",,10
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferLocation","j:CustodyTransferLocation","0","unbounded",,20
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferProperty","j:CustodyTransferProperty","0","unbounded",,30
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferReceivingEnforcementAgency","j:CustodyTransferReceivingEnforcementAgency","0","unbounded",,40
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferReceivingEnforcementFacility","j:CustodyTransferReceivingEnforcementFacility","0","unbounded",,50
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferReceivingEnforcementOfficial","j:CustodyTransferReceivingEnforcementOfficial","0","unbounded",,60
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferReleasingEnforcementAgency","j:CustodyTransferReleasingEnforcementAgency","0","unbounded",,70
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferReleasingEnforcementFacility","j:CustodyTransferReleasingEnforcementFacility","0","unbounded",,80
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferReleasingEnforcementOfficial","j:CustodyTransferReleasingEnforcementOfficial","0","unbounded",,90
"j","CustodyTransferType","j:CustodyTransferType","j","CustodyTransferSubject","j:CustodyTransferSubject","0","unbounded",,100
"u","DateType","u:DateType","u","dateAccuracyCode","u:dateAccuracyCode","0","1",,60
"u","DateType","u:DateType","u","marginDuration","u:marginDuration","0","1",,70
"c","DecalType","c:DecalType","c","DecalID","c:DecalID","0","unbounded",,10
"c","DecalType","c:DecalType","c","DecalColorText","c:DecalColorText","0","unbounded",,20
"c","DecalType","c:DecalType","c","DecalPeriod","c:DecalPeriod","0","unbounded",,40
"c","DecalType","c:DecalType","c","DecalYearDate","c:DecalYearDate","0","unbounded",,50
"c","DecalType","c:DecalType","c","DecalMonthDate","c:DecalMonthDate","0","unbounded",,60
"it","DeclarationType","it:DeclarationType","it","DeclarationTotalGrossWeightMeasure","it:DeclarationTotalGrossWeightMeasure","0","unbounded",,10
"it","DeclarationType","it:DeclarationType","it","DeclarationTotalInvoiceAmount","it:DeclarationTotalInvoiceAmount","0","unbounded",,20
"it","DeclarationType","it:DeclarationType","it","DocumentFunctionText","it:DocumentFunctionText","0","unbounded",,270
"it","DeclarationType","it:DeclarationType","it","DocumentAuthenticationText","it:DocumentAuthenticationText","0","unbounded",,280
"it","DeclarationType","it:DeclarationType","it","DeclarationCustomsOfficeLocation","it:DeclarationCustomsOfficeLocation","0","unbounded",,290
"it","DeclarationType","it:DeclarationType","it","GoodsDeclarationCustomsID","it:GoodsDeclarationCustomsID","0","unbounded",,300
"it","DeclarationType","it:DeclarationType","it","DeclarationTraderAssignedID","it:DeclarationTraderAssignedID","0","unbounded",,310
"scr","DepartureClassificationType","scr:DepartureClassificationType","scr","DepartureCategoryCode","scr:DepartureCategoryCode","0","unbounded",,1130
"scr","DepartureClassificationType","scr:DepartureClassificationType","scr","DepartureCategoryDescriptionText","scr:DepartureCategoryDescriptionText","0","unbounded",,1140
"scr","DepartureType","scr:DepartureType","scr","EligibleForReliefIndicator","scr:EligibleForReliefIndicator","0","unbounded",,1150
"scr","DepartureType","scr:DepartureType","scr","ReliefDate","scr:ReliefDate","0","unbounded",,1160
"scr","DepartureType","scr:DepartureType","scr","DepartureClassification","scr:DepartureClassification","0","unbounded",,1170
"scr","DepartureType","scr:DepartureType","scr","VoluntaryDeparture","scr:VoluntaryDeparture","0","unbounded",,2250
"scr","DepartureType","scr:DepartureType","scr","Deportation","scr:Deportation","0","unbounded",,2260
"scr","DeportationDepartProofType","scr:DeportationDepartProofType","scr","DepartProofCodeText","scr:DepartProofCodeText","0","unbounded",,1180
"scr","DeportationDepartProofType","scr:DeportationDepartProofType","scr","DepartProofDescriptionText","scr:DepartProofDescriptionText","0","unbounded",,1190
"scr","DetentionAugmentationType","scr:DetentionAugmentationType","scr","MedicationText","scr:MedicationText","0","unbounded",,1200
"scr","DetentionAugmentationType","scr:DetentionAugmentationType","scr","InmateNumber","scr:InmateNumber","0","unbounded",,1210
"scr","DetentionAugmentationType","scr:DetentionAugmentationType","scr","ProjectedReleaseDate","scr:ProjectedReleaseDate","0","unbounded",,1220
"scr","DetentionAugmentationType","scr:DetentionAugmentationType","scr","SentenceTime","scr:SentenceTime","0","unbounded",,1230
"scr","DetentionAugmentationType","scr:DetentionAugmentationType","scr","SentenceDate","scr:SentenceDate","0","unbounded",,1240
"scr","DetentionAugmentationType","scr:DetentionAugmentationType","scr","ReleaseReasonCategoryCode","scr:ReleaseReasonCategoryCode","0","unbounded",,1250
"scr","DetentionAugmentationType","scr:DetentionAugmentationType","scr","ReleaseReasonCategoryDescriptionText","scr:ReleaseReasonCategoryDescriptionText","0","unbounded",,1260
"im","DetentionDetainerLiftType","im:DetentionDetainerLiftType","im","DetentionDetainerLiftCode","im:DetentionDetainerLiftCode","0","unbounded",,1240
"im","DetentionDetainerLiftType","im:DetentionDetainerLiftType","im","DetentionDetainerLiftDescriptionText","im:DetentionDetainerLiftDescriptionText","0","unbounded",,1250
"im","DetentionReleaseReasonType","im:DetentionReleaseReasonType","im","ReleaseReasonCode","im:ReleaseReasonCode","0","unbounded",,1260
"im","DetentionReleaseReasonType","im:DetentionReleaseReasonType","im","ReleaseReasonDescriptionText","im:ReleaseReasonDescriptionText","0","unbounded",,1270
"gs","DetermineRouteRequestType","gs:DetermineRouteRequestType","xls","DetermineRouteRequest","xls:DetermineRouteRequest","1","unbounded","Determine Route request parameters for an OGC OpenLS  Navigation Service.",500
"gs","DetermineRouteResponseType","gs:DetermineRouteResponseType","xls","DetermineRouteResponse","xls:DetermineRouteResponse","1","unbounded","Determine Route response from an OGC OpenLS  Navigation Service.",510
"scr","DeviceBasedEncounterType","scr:DeviceBasedEncounterType","scr","Encounter","scr:Encounter","0","unbounded",,1870
"scr","DeviceBasedEncounterType","scr:DeviceBasedEncounterType","scr","Person","scr:Person","0","unbounded",,1880
"scr","DeviceBasedEncounterType","scr:DeviceBasedEncounterType","scr","Device","scr:Device","0","unbounded",,1890
"gs","DirectionType","gs:DirectionType","gml","direction","gml:direction","0","unbounded",,10
"j","DisciplinaryActionAugmentationType","j:DisciplinaryActionAugmentationType","j","DisciplinaryActionSanction","j:DisciplinaryActionSanction","0","unbounded",,100
"c","DisciplinaryActionType","c:DisciplinaryActionType","c","DisciplinaryActionPerson","c:DisciplinaryActionPerson","0","unbounded",,10
"j","DisciplinaryActionType","j:DisciplinaryActionType","j","DisciplinaryActionAugmentation","j:DisciplinaryActionAugmentation","0","unbounded",,10
"c","DisciplinaryActionType","c:DisciplinaryActionType","c","DisciplinaryActionAssigner","c:DisciplinaryActionAssigner","0","unbounded",,20
"c","DisciplinaryActionType","c:DisciplinaryActionType","c","DisciplinaryActionCommunityService","c:DisciplinaryActionCommunityService","0","unbounded",,30
"c","DisciplinaryActionType","c:DisciplinaryActionType","c","DisciplinaryActionEnforcer","c:DisciplinaryActionEnforcer","0","unbounded",,31
"c","DisciplinaryActionType","c:DisciplinaryActionType","c","DisciplinaryActionCounseling","c:DisciplinaryActionCounseling","0","unbounded",,40
"c","DisciplinaryActionType","c:DisciplinaryActionType","c","DisciplinaryActionFacility","c:DisciplinaryActionFacility","0","unbounded",,60
"c","DisciplinaryActionType","c:DisciplinaryActionType","c","DisciplinaryActionFee","c:DisciplinaryActionFee","0","unbounded",,70
"c","DisciplinaryActionType","c:DisciplinaryActionType","c","DisciplinaryActionProgram","c:DisciplinaryActionProgram","0","unbounded",,80
"c","DisciplinaryActionType","c:DisciplinaryActionType","c","DisciplinaryActionRestitution","c:DisciplinaryActionRestitution","0","unbounded",,90
"u","DispositionType","u:DispositionType","u","DispositionAgency","u:DispositionAgency","0","unbounded",,10
"u","DispositionType","u:DispositionType","u","DispositionDate","u:DispositionDate","0","unbounded",,20
"u","DispositionType","u:DispositionType","u","DispositionDescriptionText","u:DispositionDescriptionText","0","unbounded",,30
"u","DispositionType","u:DispositionType","u","DispositionReasonText","u:DispositionReasonText","0","unbounded",,50
"u","DispositionType","u:DispositionType","u","DispositionReportedAuthorityText","u:DispositionReportedAuthorityText","0","unbounded",,60
"u","DispositionType","u:DispositionType","u","DispositionText","u:DispositionText","0","unbounded",,70
"u","DispositionType","u:DispositionType","u","DispositionCategoryText","u:DispositionCategoryText","0","unbounded",,80
"edxl-de","DistributionElementAdapterType","edxl-de:DistributionElementAdapterType","de","EDXLDistribution","de:EDXLDistribution","0","unbounded","The container of all of the elements related to the distribution of the content messages.",10
"c","DNALocusType","c:DNALocusType","c","DNALocusCategoryText","c:DNALocusCategoryText","0","unbounded",,10
"c","DNALocusType","c:DNALocusType","c","DNALocusValue","c:DNALocusValue","0","unbounded",,20
"c","DNAType","c:DNAType","c","DNALocus","c:DNALocus","0","unbounded",,10
"c","DNAType","c:DNAType","c","DNAImage","c:DNAImage","0","unbounded",,20
"scr","DocumentAssociationType","scr:DocumentAssociationType","scr","PrimaryDocument","scr:PrimaryDocument","0","unbounded",,270
"scr","DocumentAssociationType","scr:DocumentAssociationType","scr","SecondaryDocument","scr:SecondaryDocument","0","unbounded",,280
"scr","DocumentAugmentationType","scr:DocumentAugmentationType","scr","BeginDate","scr:BeginDate","0","unbounded",,1280
"scr","DocumentAugmentationType","scr:DocumentAugmentationType","scr","EndDate","scr:EndDate","0","unbounded",,1290
"scr","DocumentAugmentationType","scr:DocumentAugmentationType","scr","DocumentCategoryCode","scr:DocumentCategoryCode","0","unbounded",,1300
"scr","DocumentAugmentationType","scr:DocumentAugmentationType","scr","Manifest","scr:Manifest","0","unbounded",,1310
"scr","DocumentAugmentationType","scr:DocumentAugmentationType","u","OrganizationID","u:OrganizationID","0","unbounded",,1490
"scr","DocumentOrganizationAssociationType","scr:DocumentOrganizationAssociationType","scr","Organization","scr:Organization","0","unbounded",,1320
"scr","DocumentOrganizationAssociationType","scr:DocumentOrganizationAssociationType","scr","Document","scr:Document","0","unbounded",,1330
"scr","DocumentStatusClassificationType","scr:DocumentStatusClassificationType","scr","DocumentStatusCategoryCode","scr:DocumentStatusCategoryCode","0","unbounded",,1350
"scr","DocumentStatusClassificationType","scr:DocumentStatusClassificationType","scr","DocumentStatusDescriptionText","scr:DocumentStatusDescriptionText","0","unbounded",,1360
"scr","DocumentStatusType","scr:DocumentStatusType","scr","DocumentStatusID","scr:DocumentStatusID","0","unbounded",,1300
"scr","DocumentStatusType","scr:DocumentStatusType","scr","Document","scr:Document","0","unbounded",,1310
"scr","DocumentStatusType","scr:DocumentStatusType","scr","DocumentStatusClassification","scr:DocumentStatusClassification","0","unbounded",,1320
"scr","DocumentStatusType","scr:DocumentStatusType","scr","DocumentStatusDate","scr:DocumentStatusDate","0","unbounded",,1330
"scr","DocumentStatusType","scr:DocumentStatusType","scr","DocumentStatusTime","scr:DocumentStatusTime","0","unbounded",,1340
"u","DocumentType","u:DocumentType","u","DocumentID","u:DocumentID","0","unbounded",,10
"it","DocumentType","it:DocumentType","it","DocumentIssueDate","it:DocumentIssueDate","0","unbounded",,10
"c","DocumentType","c:DocumentType","c","CaveatText","c:CaveatText","0","unbounded",,10
"it","DocumentType","it:DocumentType","it","DocumentIssueLocationID","it:DocumentIssueLocationID","0","unbounded",,20
"u","DocumentType","u:DocumentType","u","DocumentBinary","u:DocumentBinary","0","unbounded",,20
"c","DocumentType","c:DocumentType","c","DocumentAbstractText","c:DocumentAbstractText","0","unbounded",,20
"it","DocumentType","it:DocumentType","it","DocumentFreeText","it:DocumentFreeText","0","unbounded",,30
"c","DocumentType","c:DocumentType","c","DocumentAlternativeTitleText","c:DocumentAlternativeTitleText","0","unbounded",,30
"u","DocumentType","u:DocumentType","u","DocumentCopyrightIndicator","u:DocumentCopyrightIndicator","0","unbounded",,30
"u","DocumentType","u:DocumentType","u","DocumentDescriptionText","u:DocumentDescriptionText","0","unbounded",,40
"c","DocumentType","c:DocumentType","c","DocumentApplicationName","c:DocumentApplicationName","0","unbounded",,40
